Date,Adj Close
9/17/2018,132381.9219
9/18/2018,132958.4375
9/19/2018,130618.6875
9/20/2018,131990
9/21/2018,131413.5156
9/25/2018,129514.3047
9/26/2018,126906.6484
9/27/2018,123199.5781
9/28/2018,123141.0391
10/1/2018,122068.4297
10/2/2018,121402.6016
10/3/2018,125861.8047
10/4/2018,126946.3438
10/5/2018,127985.2422
10/8/2018,128054.7109
10/9/2018,126222
10/10/2018,125816.1719
10/11/2018,123583.5859
10/12/2018,120975.9375
10/15/2018,120262.5078
10/16/2018,120493.6953
10/17/2018,118274.0156
10/18/2018,119253.3828
10/19/2018,120156.3516
10/22/2018,118787.0156
10/23/2018,117294.6641
10/24/2018,119085.7031
10/25/2018,106469.1484
10/26/2018,106769.8047
10/29/2018,109901.3672
10/30/2018,107536.8047
10/31/2018,109306.9922
11/1/2018,109602.6953
11/2/2018,108400.0781
11/5/2018,107908.9141
11/6/2018,106171.4688
11/7/2018,105331.0391
11/8/2018,105019.4609
11/9/2018,105615.8047
11/12/2018,104387.3984
11/13/2018,106049.4219
11/14/2018,105928.3672
11/15/2018,109148.2344
11/16/2018,108101.3906
11/19/2018,110320.0938
11/20/2018,107841.4297
11/21/2018,105179.2109
11/22/2018,103346.5156
11/23/2018,105256.6016
11/26/2018,105130.5938
11/27/2018,103472.5156
11/28/2018,105014.6953
11/29/2018,105259.9688
11/30/2018,106089.1328
12/3/2018,103328.5391
12/4/2018,103229.2266
12/5/2018,102481.4922
12/6/2018,100655.3438
12/7/2018,100294.8672
12/10/2018,101331.5781
12/11/2018,102269
12/12/2018,101012.8359
12/13/2018,101154.8281
12/14/2018,101157.8047
12/18/2018,99103.25
12/19/2018,98178.75
12/20/2018,97315.8125
12/21/2018,99301.85156
12/24/2018,98476.64844
12/27/2018,94996.125
12/28/2018,95752.80469
12/31/2018,94929.57813
1/2/2019,93386.44531
1/3/2019,94649.57031
1/4/2019,94908.74219
1/7/2019,94677.35938
1/8/2019,97753.72656
1/9/2019,96837.17969
1/10/2019,96124.20313
1/11/2019,99755.67188
1/14/2019,99906.60156
1/15/2019,99544.14063
1/16/2019,96241.36719
1/17/2019,97714.03125
1/18/2019,100294.8672
1/21/2019,100662.2969
1/22/2019,100791.375
1/23/2019,101387.1953
1/24/2019,101310.7422
1/25/2019,100692.0703
1/28/2019,99300.85156
1/29/2019,100242.2422
1/30/2019,101127.0234
1/31/2019,99994.98438
2/1/2019,101824.1094
2/4/2019,102380.2031
2/5/2019,104370.2109
2/6/2019,105905.4297
2/7/2019,103770.4375
2/8/2019,102583.7891
2/11/2019,104266.9453
2/12/2019,103556.9375
2/13/2019,108239.0234
2/14/2019,107518.0938
2/15/2019,108204.25
2/18/2019,108714.6719
2/19/2019,107768.3203
2/20/2019,108285.7031
2/21/2019,108249.9453
2/22/2019,103725.75
2/25/2019,103413.9453
2/26/2019,102730.7578
2/27/2019,103166.6875
2/28/2019,108698.7891
3/1/2019,115497.9844
3/4/2019,115532.7422
3/5/2019,115142.5
3/6/2019,115560.5547
3/7/2019,114670.7969
3/8/2019,115598.2813
3/11/2019,115150.4219
3/12/2019,114792.9531
3/13/2019,115097.8047
3/14/2019,115190.1563
3/15/2019,116203.0391
3/18/2019,117970.6016
3/19/2019,121148.2578
3/20/2019,118577.3359
3/22/2019,117908.0391
3/25/2019,114532.7734
3/26/2019,117745.1953
3/27/2019,119868.2734
3/28/2019,120847.3828
3/29/2019,120262.4922
4/1/2019,117589.2734
4/2/2019,118412.4922
4/3/2019,118283.3906
4/4/2019,118967.5938
4/5/2019,121513.6953
4/8/2019,120651.7578
4/9/2019,120651.7578
4/10/2019,120224.7422
4/11/2019,122591.1172
4/12/2019,123134.3047
4/15/2019,124213.7031
4/16/2019,124822.4297
4/17/2019,123463.9766
4/18/2019,125180.9141
4/23/2019,128099.3828
4/24/2019,127801.4844
4/25/2019,124425.2266
4/26/2019,124822.4297
4/29/2019,124978.3203
4/30/2019,127070.625
5/2/2019,127162.9766
5/3/2019,126510.5625
5/6/2019,126749.0703
5/7/2019,121990.0156
5/9/2019,119448.8672
5/10/2019,117791.8984
5/13/2019,117350.3047
5/14/2019,117327.4297
5/15/2019,117956.9922
5/16/2019,119151.4844
5/17/2019,118964.5
5/20/2019,116611.3359
5/21/2019,116110.0703
5/22/2019,116593.4219
5/23/2019,118604.4688
5/24/2019,118571.6406
