Date,Adj Close
9/17/2018,6028.212891
9/18/2018,6300.733398
9/19/2018,6328.32959
9/20/2018,6741.421875
9/21/2018,6903.554688
9/25/2018,7085.521973
9/26/2018,7420.134766
9/27/2018,7331.307617
9/28/2018,7552.945801
10/1/2018,7709.903809
10/2/2018,7718.526855
10/3/2018,7722.839355
10/4/2018,7528.798828
10/5/2018,7226.956055
10/8/2018,7416.685547
10/9/2018,7471.879883
10/10/2018,7438.245605
10/11/2018,7244.20459
10/12/2018,7334.757324
10/15/2018,7182.111328
10/16/2018,7390.8125
10/17/2018,7262.314453
10/18/2018,7294.224121
10/19/2018,7310.609863
10/22/2018,7395.125
10/23/2018,7244.20459
10/24/2018,7164.000488
10/25/2018,7182.111328
10/26/2018,7244.20459
10/29/2018,7481.365723
10/30/2018,7490.852051
10/31/2018,7373.564941
11/1/2018,7419.272949
11/2/2018,7373.564941
11/5/2018,7721.114746
11/6/2018,7673.681641
11/7/2018,7718.526855
11/8/2018,7492.57666
11/9/2018,7330.445313
11/12/2018,6889.755859
11/13/2018,6988.932129
11/14/2018,7063.099121
11/15/2018,7114.843262
11/16/2018,7228.681152
11/19/2018,7339.931641
11/20/2018,7308.021973
11/21/2018,7373.564941
11/22/2018,7402.887207
11/23/2018,7675.406738
11/26/2018,7741.812012
11/27/2018,7601.240234
11/28/2018,7623.663086
11/29/2018,7744.399414
11/30/2018,7535.697266
12/3/2018,7521.898438
12/4/2018,7480.50293
12/5/2018,7403.749023
12/6/2018,7416.685547
12/7/2018,7450.319824
12/10/2018,7234.717773
12/11/2018,7211.433105
12/12/2018,7411.510742
12/13/2018,7326.132813
12/14/2018,7417.54834
12/18/2018,7255.415527
12/19/2018,7390.8125
12/20/2018,7283.012207
12/21/2018,7216.607422
12/24/2018,7373.564941
12/27/2018,7571.056152
12/28/2018,7594.341309
12/31/2018,7675.406738
1/2/2019,7502.925293
1/3/2019,7450.319824
1/4/2019,7527.936035
1/7/2019,7545.183594
1/8/2019,7459.805664
1/9/2019,7524.485352
1/10/2019,7464.97998
1/11/2019,7458.942871
1/14/2019,7370.115234
1/15/2019,7377.014648
1/16/2019,7416.685547
1/17/2019,7330.445313
1/18/2019,7371.840332
1/21/2019,7373.564941
1/22/2019,7429.621582
1/23/2019,7468.429688
1/24/2019,7245.067383
1/25/2019,7175.211914
1/28/2019,7249.378906
1/29/2019,7373.564941
1/30/2019,7345.968262
1/31/2019,7505.513672
2/1/2019,7597.791016
2/4/2019,7404.611328
2/5/2019,7552.945801
2/6/2019,7556.395508
2/7/2019,7390.8125
2/8/2019,7330.445313
2/11/2019,7367.528809
2/12/2019,7468.429688
2/13/2019,7373.564941
2/14/2019,7414.097656
2/15/2019,7278.700684
2/18/2019,7408.924316
2/19/2019,7433.933105
2/20/2019,7489.989746
2/21/2019,7343.380859
2/22/2019,7495.165039
2/25/2019,7385.63916
2/26/2019,7287.325195
2/27/2019,7281.288086
2/28/2019,7202.809082
3/1/2019,6813.001953
3/4/2019,6726.76123
3/5/2019,6662.943359
3/6/2019,6559.455078
3/7/2019,7744.399414
3/8/2019,7752.160645
3/11/2019,8013.470703
3/12/2019,8184.226074
3/13/2019,8294.613281
3/14/2019,8114.371094
3/15/2019,8191.987793
3/18/2019,8129.894531
3/19/2019,7971.211914
3/20/2019,8064.351563
3/22/2019,8063.489258
3/25/2019,7813.391602
3/26/2019,7804.767578
3/27/2019,7692.95166
3/28/2019,7750.202148
3/29/2019,7927.317871
4/1/2019,8169.73584
4/2/2019,8049.869141
4/3/2019,8028.399902
4/4/2019,8262.766602
4/5/2019,8150.950684
4/8/2019,8221.619141
4/9/2019,8238.614258
4/10/2019,8350.430664
4/11/2019,8612.527344
4/12/2019,8721.661133
4/15/2019,8766.387695
4/16/2019,9114.358398
4/17/2019,9170.714844
4/18/2019,9419.393555
4/23/2019,9371.088867
4/24/2019,9146.5625
4/25/2019,9153.717773
4/26/2019,9303.105469
4/29/2019,9248.538086
4/30/2019,9246.749023
5/2/2019,9258.378906
5/3/2019,9419.393555
5/6/2019,9272.69043
5/7/2019,9253.905273
5/9/2019,8982.863281
5/10/2019,8693.930664
5/13/2019,8837.949219
5/14/2019,8792.328125
5/15/2019,8902.355469
5/16/2019,9003.4375
5/17/2019,8946.1875
5/20/2019,8945.292969
5/21/2019,9141.194336
5/22/2019,9049.057617
5/23/2019,8958.710938
5/24/2019,8972.12793
5/27/2019,8900.566406
5/28/2019,8676.93457
5/29/2019,8927.402344
5/30/2019,9061.581055
5/31/2019,9181.448242
6/3/2019,9371.983398
6/4/2019,9334.413086
6/5/2019,9490.955078
6/6/2019,9616.19043
6/7/2019,9710.115234
6/10/2019,9848.766602
6/11/2019,9884.548828
6/12/2019,9895.282227
6/13/2019,9565.201172
6/14/2019,9548.206055
6/18/2019,9515.107422
6/19/2019,9634.974609
6/20/2019,9647.498047
6/21/2019,9868.447266
6/24/2019,9760.208984
6/25/2019,9573.25293
6/26/2019,9515.107422
6/27/2019,9618.873047
6/28/2019,9549.100586
7/1/2019,9413.132813
7/2/2019,9372.87793
7/3/2019,9303.105469
7/4/2019,9297.737305
7/5/2019,9276.267578
7/8/2019,9290.581055
7/9/2019,9137.617188
7/10/2019,9271.795898
7/11/2019,9124.199219
7/12/2019,9210.967773
7/15/2019,9482.010742
7/16/2019,9612.611328
7/17/2019,9531.208984
7/18/2019,9653.759766
7/19/2019,9753.052734
7/22/2019,9668.966797
7/23/2019,9749.473633
7/24/2019,9678.806641
7/25/2019,9563.412109
7/26/2019,9551.783203
7/29/2019,9838.033203
7/30/2019,9875.603516
7/31/2019,10084.02832
8/1/2019,10177.9541
8/2/2019,9961.477539
8/5/2019,9971.317383
8/6/2019,10094.7627
8/7/2019,10081.34473
8/8/2019,9792.411133
8/12/2019,9584.881836
8/13/2019,9592.932617
8/14/2019,9419.393555
8/15/2019,9383.612305
8/16/2019,9393.452148
8/19/2019,9262.850586
8/20/2019,9318.311523
8/21/2019,9173.397461
8/22/2019,9076.789063
8/23/2019,8990.914063
8/26/2019,9054.425781
8/27/2019,8989.125
8/28/2019,9249.110352
8/29/2019,9167.921875
8/30/2019,9358.578125
9/2/2019,9126.871094
9/3/2019,9187.079102
9/4/2019,9083.083984
9/5/2019,9222.65625
9/6/2019,9407.838867
9/9/2019,9151.500977
9/10/2019,9146.02832
9/11/2019,9105.889648
9/12/2019,9049.332031
9/13/2019,9262.793945
9/16/2019,9584.811523
9/17/2019,9393.243164
9/18/2019,9425.170898
9/19/2019,9312.966797
9/20/2019,9333.947266
9/23/2019,9129.608398
9/25/2019,8982.739258
9/26/2019,8984.563477
9/27/2019,8926.180664
9/30/2019,8784.78418
10/1/2019,8666.194336
10/2/2019,8483.748047
10/3/2019,8419.892578
10/4/2019,8734.612305
10/7/2019,8709.069336
10/8/2019,8637.003906
10/9/2019,8617.84668
10/10/2019,8635.178711
10/11/2019,8591.392578
10/14/2019,8564.936523
10/15/2019,8497.431641
10/16/2019,8590.479492
10/17/2019,8482.835938
10/18/2019,8543.042969
10/21/2019,8634.266602
10/22/2019,8723.665039
10/23/2019,8748.294922
10/24/2019,8720.928711
10/25/2019,8613.285156
10/28/2019,8600.513672
10/29/2019,8647.950195
10/30/2019,8536.658203
10/31/2019,8537.570313
11/1/2019,8647.950195
11/4/2019,8650.686523
11/5/2019,8795.731445
11/6/2019,8888.779297
11/7/2019,8891.515625
11/8/2019,8831.308594
11/11/2019,8919.794922
11/12/2019,9031.086914
11/13/2019,9170.658203
11/14/2019,9000.983398
11/15/2019,8781.135742
11/18/2019,8755.59375
11/19/2019,8793.907227
11/20/2019,8810.327148
11/21/2019,8619.670898
11/22/2019,8605.075195
11/25/2019,8538.482422
11/26/2019,8345.088867
11/27/2019,8519.325195
11/28/2019,8370.631836
11/29/2019,8426.277344
12/2/2019,7887.149414
12/3/2019,7845.186523
12/4/2019,7919.989746
12/5/2019,7849.748047
12/6/2019,7873.46582
12/9/2019,7850.660156
12/10/2019,7834.240234
12/11/2019,7901.744629
12/12/2019,7908.130859
12/13/2019,7966.513184
12/17/2019,7931.848633
12/18/2019,8040.404785
12/19/2019,7925.462891
12/20/2019,7813.258789
12/23/2019,7772.208008
12/24/2019,7680.984863
12/27/2019,7680.072754
12/30/2019,7623.514648
12/31/2019,7524.993652
1/2/2020,7630.8125
1/3/2020,7410.052734
1/6/2020,7333.425293
1/7/2020,7334.337402
1/8/2020,7262.270996
1/9/2020,7248.587891
1/10/2020,7632.637207
1/13/2020,7535.02832
1/14/2020,7567.868652
1/15/2020,7589.761719
1/16/2020,7687.371094
1/17/2020,7662.740723
1/20/2020,7618.953613
1/21/2020,7555.097168
1/22/2020,7591.586426
1/23/2020,7507.661133
1/24/2020,7524.081543
1/27/2020,7378.124023
1/28/2020,7389.071289
1/29/2020,7453.839844
1/30/2020,7534.116211
1/31/2020,7369.914551
2/3/2020,7378.124023
2/4/2020,7404.579102
2/5/2020,7545.975098
2/6/2020,7483.03125
2/7/2020,7514.046875
2/10/2020,7556.009277
2/11/2020,7581.552246
2/12/2020,8036.754883
2/13/2020,8013.949219
2/14/2020,7956.479004
2/17/2020,8045.877441
2/18/2020,8042.229004
2/19/2020,8027.632813
2/20/2020,8082.366699
2/21/2020,7971.987305
2/24/2020,7552.36084
2/25/2020,7392.720215
2/26/2020,7336.161621
2/27/2020,7150.979004
2/28/2020,6723.142578
3/2/2020,6857.240723
3/3/2020,7025.091309
3/4/2020,7076.17627
3/5/2020,7107.191895
3/6/2020,6978.567383
3/9/2020,5924.94043
3/10/2020,5829.15625
3/11/2020,5728.811035
3/12/2020,4961.624512
3/13/2020,4961.624512
3/16/2020,4350.429688
3/17/2020,4071.286865
3/18/2020,3552.227539
3/19/2020,3585.067871
3/20/2020,3275.821533
3/23/2020,2689.25708
3/24/2020,3010.362549
3/25/2020,3303.188477
3/26/2020,3589.62915
3/27/2020,3648.924072
3/30/2020,3703.657959
3/31/2020,4414.285645
4/1/2020,4284.338379
4/2/2020,4823.818359
4/3/2020,4651.539063
4/6/2020,5089.620605
4/7/2020,5058.118164
4/8/2020,4671.228027
4/9/2020,5057.133789
4/14/2020,5103.402832
4/15/2020,4688.948242
4/16/2020,4846.460938
4/17/2020,5192.988281
4/20/2020,4275.478027
4/21/2020,4406.410156
4/22/2020,4257.757813
4/23/2020,4298.120605
4/24/2020,4208.535156
4/28/2020,4749.984375
4/29/2020,4646.616699
4/30/2020,4785.424805
5/4/2020,4572.782715
5/5/2020,5025.631348
5/6/2020,4879.932129
5/7/2020,4882.885742
5/8/2020,4873.041016
5/11/2020,4919.310059
5/12/2020,4985.268555
5/13/2020,4892.72998
5/14/2020,4412.316895
5/15/2020,4700.761719
5/18/2020,5068.947266
5/19/2020,5591.691406
5/20/2020,5414.489746
5/21/2020,5306.200195
5/22/2020,5104.387207
5/25/2020,4989.206543
5/26/2020,5128.01416
5/27/2020,5428.272461
5/28/2020,5397.754395
5/29/2020,5306.200195
6/1/2020,5316.044922
6/2/2020,5554.282227
6/3/2020,5691.121094
6/4/2020,5642.882813
6/5/2020,5729.514648
6/8/2020,5709.825684
6/9/2020,5698.996582
6/10/2020,5428.272461
6/11/2020,5001.02002
6/12/2020,5171.330078
6/15/2020,5257.961914
6/17/2020,5598.58252
6/18/2020,5522.779785
6/19/2020,5512.935059
6/22/2020,5472.572754
6/23/2020,5513.919922
6/24/2020,5306.200195
6/25/2020,5475.525879
6/26/2020,5417.443359
6/29/2020,5432.209961
6/30/2020,5200.86377
7/1/2020,5213.661621
7/2/2020,5635.991699
