Date,Adj Close
9/17/2018,11717.95801
9/18/2018,11806.30566
9/19/2018,12133.18652
9/20/2018,12077.76953
9/21/2018,12456.85547
9/25/2018,12288.19629
9/26/2018,12448.8252
9/27/2018,12393.4082
9/28/2018,12198.24219
10/1/2018,12301.84961
10/2/2018,12127.56641
10/3/2018,11957.29883
10/4/2018,11744.46289
10/5/2018,11693.86426
10/8/2018,11754.10156
10/9/2018,11935.61328
10/10/2018,11891.44043
10/11/2018,11615.15625
10/12/2018,11909.10938
10/15/2018,11708.32129
10/16/2018,12011.91211
10/17/2018,11787.03125
10/18/2018,11759.72266
10/19/2018,11778.19531
10/22/2018,11579.81738
10/23/2018,11284.25684
10/24/2018,11482.63477
10/25/2018,11886.62012
10/26/2018,11629.61328
10/29/2018,12191.81641
10/30/2018,12248.03809
10/31/2018,11975.77051
11/1/2018,12288.19629
11/2/2018,12749.2041
11/5/2018,13031.10938
11/6/2018,12806.22754
11/7/2018,13071.2666
11/8/2018,12856.02246
11/9/2018,12705.0293
11/12/2018,12436.77734
11/13/2018,12609.45508
11/14/2018,12448.8252
11/15/2018,12495.40723
11/16/2018,12510.66797
11/19/2018,12780.52637
11/20/2018,12420.71484
11/21/2018,12373.32813
11/22/2018,12328.35254
11/23/2018,12245.62891
11/26/2018,12639.17188
11/27/2018,12508.25879
11/28/2018,12609.45508
11/29/2018,12754.02246
11/30/2018,12368.51074
12/3/2018,12645.59668
12/4/2018,12882.52734
12/5/2018,12810.24414
12/6/2018,12379.75391
12/7/2018,12442.40039
12/10/2018,12082.58887
12/11/2018,12404.65234
12/12/2018,12562.87305
12/13/2018,12775.70801
12/14/2018,12716.27441
12/18/2018,12385.37598
12/19/2018,12794.98438
12/20/2018,12688.16504
12/21/2018,12414.28906
12/24/2018,12431.15723
12/27/2018,12538.77832
12/28/2018,12789.36133
12/31/2018,12996.57324
1/2/2019,12673.70801
1/3/2019,12747.59766
1/4/2019,12862.44824
1/7/2019,13066.44824
1/8/2019,13222.25879
1/9/2019,13211.81738
1/10/2019,13449.55176
1/11/2019,13617.4082
1/14/2019,13573.23438
1/15/2019,13733.86621
1/16/2019,14111.3457
1/17/2019,13994.08691
1/18/2019,14022.19629
1/21/2019,13990.06934
1/22/2019,14010.14941
1/23/2019,14009.3457
1/24/2019,14095.2832
1/25/2019,14456.7002
1/28/2019,14104.11719
1/29/2019,14961.08008
1/30/2019,14883.97656
1/31/2019,14841.4082
2/1/2019,14689.61426
2/4/2019,14081.62891
2/5/2019,14107.3291
2/6/2019,14203.70703
2/7/2019,14095.2832
2/8/2019,14133.83398
2/11/2019,14039.0625
2/12/2019,14369.96094
2/13/2019,14818.11914
2/14/2019,14296.875
2/15/2019,13972.40137
2/18/2019,14027.81836
2/19/2019,13672.02441
2/20/2019,13717
2/21/2019,14218.16406
2/22/2019,14235.83398
2/25/2019,14523.36328
2/26/2019,14697.64648
2/27/2019,14641.42481
2/28/2019,14504.89063
3/1/2019,14200.49609
3/4/2019,14055.12598
3/5/2019,13982.04004
3/6/2019,13910.55859
3/7/2019,13850.32227
3/8/2019,13842.29102
3/11/2019,13412.60547
3/12/2019,13386.90527
3/13/2019,12795.78711
3/14/2019,12994.96777
3/15/2019,13276.06934
3/18/2019,13422.24316
3/19/2019,12889.75586
3/20/2019,12472.91895
3/22/2019,12198.24219
3/25/2019,12075.36035
3/26/2019,12093.83301
3/27/2019,12248.03809
3/28/2019,12151.65918
3/29/2019,12215.91113
4/1/2019,12770.08496
4/2/2019,12684.95117
4/3/2019,13219.84863
4/4/2019,13174.06934
4/5/2019,13320.24316
4/8/2019,13170.85645
4/9/2019,13116.24414
4/10/2019,13455.19043
4/11/2019,13381.72363
4/12/2019,13259.83594
4/15/2019,13656.3877
4/16/2019,13434.31836
4/17/2019,13605.46191
4/18/2019,13715.66211
4/23/2019,13671.41504
4/24/2019,13377.54883
4/25/2019,13206.40527
4/26/2019,13439.32813
4/29/2019,13542.01367
4/30/2019,13713.15723
5/2/2019,14079.65332
5/3/2019,14442.81152
5/6/2019,14067.13086
5/7/2019,13952.75684
5/9/2019,13491.08789
5/10/2019,13954.42676
5/13/2019,14066.2959
5/14/2019,14250.79688
5/15/2019,14082.99316
5/16/2019,14154.78809
5/17/2019,13992.8291
5/20/2019,14113.88379
5/21/2019,13708.14941
5/22/2019,13875.11719
5/23/2019,13461.03418
5/24/2019,13425.13477
5/27/2019,13454.35449
5/28/2019,13219.76367
5/29/2019,13570.39746
5/30/2019,14081.32227
5/31/2019,14108.87207
6/3/2019,14467.02148
6/4/2019,13857.58398
6/5/2019,13900.16211
6/6/2019,13738.20215
6/7/2019,14192.3584
6/10/2019,14446.98535
6/11/2019,14542.99316
6/12/2019,14517.11231
6/13/2019,14406.91211
6/14/2019,14357.65625
6/18/2019,14570.54199
6/19/2019,14877.7666
6/20/2019,14993.80664
6/21/2019,15150.75879
6/24/2019,14985.45996
6/25/2019,14784.26074
6/26/2019,14942.88281
6/27/2019,14725.82324
6/28/2019,14693.26563
7/1/2019,14567.2041
7/2/2019,14307.56543
7/3/2019,14245.78711
7/4/2019,14143.10254
7/5/2019,14108.87207
7/8/2019,14155.625
7/9/2019,13870.1084
7/10/2019,14093.01172
7/11/2019,14167.3125
7/12/2019,14160.63281
7/15/2019,14075.47852
7/16/2019,14359.3252
7/17/2019,14118.05566
7/18/2019,14255.80566
7/19/2019,14353.48242
7/22/2019,14108.87207
7/23/2019,14191.52246
7/24/2019,14105.53418
7/25/2019,13906.00684
7/26/2019,13632.17773
7/29/2019,13691.45117
7/30/2019,13501.10645
7/31/2019,13330.79785
8/1/2019,13189.70898
8/2/2019,13036.09766
8/5/2019,12856.60645
8/6/2019,12731.37988
8/7/2019,12571.92285
8/8/2019,12539.36523
8/12/2019,12380.74414
8/13/2019,12520.16309
8/14/2019,12206.26172
8/15/2019,12697.98535
8/16/2019,12429.16699
8/19/2019,12343.17578
8/20/2019,12468.40332
8/21/2019,12779.80078
8/22/2019,12611.99609
8/23/2019,12606.15332
8/26/2019,12606.15332
8/27/2019,12336.49805
8/28/2019,12534.35547
8/29/2019,12313.95703
8/30/2019,12830.72559
9/2/2019,12656.24316
9/3/2019,12824.88184
9/4/2019,12812.3584
9/5/2019,13148.80078
9/6/2019,13370.03516
9/9/2019,13412.61231
9/10/2019,13440.99707
9/11/2019,13677.15234
9/12/2019,13967.60645
9/13/2019,14393.37305
9/16/2019,14829.4834
9/17/2019,14414.05762
9/18/2019,14419.23047
9/19/2019,14420.95313
9/20/2019,14048.62207
9/23/2019,13927.95898
9/25/2019,13532.35645
9/26/2019,13833.15234
9/27/2019,13660.77734
9/30/2019,13175.53906
10/1/2019,13328.95313
10/2/2019,13095.38379
10/3/2019,13041.94629
10/4/2019,13165.19531
10/7/2019,13097.9707
10/8/2019,12809.24121
10/9/2019,13033.3291
10/10/2019,13380.66602
10/11/2019,13790.05762
10/14/2019,13555.62695
10/15/2019,13680.59961
10/16/2019,13855.56055
10/17/2019,13708.17969
10/18/2019,13626.30176
10/21/2019,13823.67188
10/22/2019,14143.42969
10/23/2019,14043.4502
10/24/2019,13807.2959
10/25/2019,13706.45606
10/28/2019,13938.30176
10/29/2019,13862.45606
10/30/2019,13418.58887
10/31/2019,13348.77637
11/1/2019,13339.29492
11/4/2019,13583.20703
11/5/2019,13838.32422
11/6/2019,13933.99121
11/7/2019,14108.09082
11/8/2019,14015.00879
11/11/2019,13956.40039
11/12/2019,13958.12402
11/13/2019,13927.95898
11/14/2019,13902.10156
11/15/2019,14039.1416
11/18/2019,13834.87598
11/19/2019,14082.23633
11/20/2019,14245.12988
11/21/2019,13663.36231
11/22/2019,13772.82031
11/25/2019,13308.26758
11/26/2019,12885.08594
11/27/2019,12957.4834
11/28/2019,12707.53906
11/29/2019,12692.02539
12/2/2019,12552.40039
12/3/2019,12473.1084
12/4/2019,12634.2793
12/5/2019,12478.27832
12/6/2019,12723.91406
12/9/2019,12589.46094
12/10/2019,12471.38477
12/11/2019,12637.72656
12/12/2019,12531.71582
12/13/2019,13176.40137
12/17/2019,12882.5
12/18/2019,13238.45606
12/19/2019,13066.94238
12/20/2019,12891.11914
12/23/2019,12881.6377
12/24/2019,12883.36133
12/27/2019,12860.0918
12/30/2019,13083.31738
12/31/2019,12867.84863
1/2/2020,12987.64844
1/3/2020,12894.56641
1/6/2020,12528.26758
1/7/2020,12202.47754
1/8/2020,12320.55469
1/9/2020,12443.80371
1/10/2020,12359.34082
1/13/2020,12145.59473
1/14/2020,12423.98047
1/15/2020,12355.0293
1/16/2020,12436.04785
1/17/2020,12023.20801
1/20/2020,12019.75977
1/21/2020,12125.77051
1/22/2020,12143.87012
1/23/2020,12036.13477
1/24/2020,12080.95313
1/27/2020,11807.73731
1/28/2020,11893.92578
1/29/2020,11980.11328
1/30/2020,12053.37305
1/31/2020,11845.66113
2/3/2020,11859.4502
2/4/2020,12207.65039
2/5/2020,12448.11328
2/6/2020,12703.22949
2/7/2020,12619.62695
2/10/2020,12497.24121
2/11/2020,12628.24512
2/12/2020,12799.75977
2/13/2020,12746.32324
2/14/2020,12651.51563
2/17/2020,12678.23535
2/18/2020,12561.88086
2/19/2020,12638.58887
2/20/2020,12324.86426
2/21/2020,12066.30078
2/24/2020,11611.22949
2/25/2020,11571.58301
2/26/2020,12429.15234
2/27/2020,11806.87598
2/28/2020,11402.6543
3/2/2020,11506.0791
3/3/2020,11600.88672
3/4/2020,11636.22363
3/5/2020,11375.0752
3/6/2020,10869.15137
3/9/2020,10385.6377
3/10/2020,10344.26758
3/11/2020,10524.40039
3/12/2020,10309.79199
3/13/2020,10139.14063
3/16/2020,9532.37793
3/17/2020,9249.681641
3/18/2020,8146.476074
3/19/2020,6880.377441
3/20/2020,7279.426758
3/23/2020,6447.713867
3/24/2020,6808.841797
3/25/2020,6550.277344
3/26/2020,6952.775391
3/27/2020,6204.664551
3/30/2020,5455.691406
3/31/2020,6464.089844
4/1/2020,6613.194336
4/2/2020,6603.713867
4/3/2020,6333.084473
4/6/2020,7153.592773
4/7/2020,7754.321777
4/8/2020,7512.995605
4/9/2020,8078.38916
4/14/2020,8354.19043
4/15/2020,8076.115723
4/16/2020,7424.207031
4/17/2020,7670.053711
4/20/2020,7505.235352
4/21/2020,7378.167969
4/22/2020,7387.375977
4/23/2020,7465.64209
4/24/2020,7294.37793
4/28/2020,7780.546387
4/29/2020,7972.98877
