ABG,ANG,ANH,ARI,CLH,FBR,MSM,MTN,NPN,SOL
Date,Adj_Close,Adj_Close,Adj_Close,Adj_Close,Adj_Close,Adj_Close,Adj_Close,Adj_Close,Adj_Close,Adj_Close
2020/06/09,9093.571289,39345.67188,92742.52344,13972.74219,599.729126,4650,2646,5698.996582,287796.1875,16392.5332
2020/06/10,8960.979492,37815.38281,89459.9375,13932.5918,542.386902,4830,2566,5428.272461,291314.25,13375.04492
2020/06/11,8724.34082,42083.42969,85396.16406,13731.04395,480.934204,4840,2360,5001.02002,293092.1875,12907.50586
2020/06/12,8840.358398,40732.17188,87298.1875,13837.03809,540.53717,4701,2403,5171.330078,296656.0625,13380.78125
2020/06/15,8664.490234,38965.71875,85820.72656,13401.01563,517.518127,4554,2340,5257.961914,286308.9375,13368.35156
2020/06/17,8816.417969,40310.3125,89026.39063,13682.86328,518.34021,4691,2400,5598.58252,305503.9688,13726.89356
2020/06/18,8657.124023,40166.52344,90539.82031,13680.45606,619.665222,4800,2239,5522.779785,309671.0938,13658.05371
2020/06/19,8690.272461,43078.54688,89906.47656,13625.04883,628.914001,4929,2328,5512.935059,303624.4688,13959.22852
2020/06/22,8489.543945,44714.54688,86909.58594,13550.37012,524.094971,4654,2324,5472.572754,312086.1563,13396.0791
2020/06/23,8358.792969,47417.06641,89514.88281,14309.19238,512.585388,4615,2260,5513.919922,322289.9063,14109.33789
2020/06/24,8124.916504,47350.41406,86684.82813,14051.43457,467.780396,4500,2290,5306.200195,315322.5,13385.56152
2020/06/25,8274.083008,46499.08594,85561,13539.93262,454.010101,4291,2395,5475.525879,310080.2188,13190.51465
2020/06/26,7942.603027,46392.43359,85011.5625,13451.60352,467.369385,4254,2380,5417.443359,308947.3438,12668.47852
2020/06/29,8159.906738,46805.71484,85011.5625,13438.75684,487.100006,4185,2320,5432.209961,309943.8438,13094.90332
2020/06/30,7854.208496,48145.55078,85211.35938,13582.49023,488.127686,3948,2295,5200.86377,314884.4688,12639.79492
2020/07/01,7609.282227,46974.26563,84448.14844,13300.64258,462.436707,3817,2294,5213.661621,314426.5313,12429.4502
2020/07/02,7813.694824,48112.22266,85111.46094,13770.38965,447.022186,3890,2222,5635.991699,317563.3438,12662.74121
2020/07/03,7725.299805,47265.65625,86122.41406,13448.3916,444.144806,3820,2277,5736.40625,319159.0938,12975.38965
2020/07/06,7716.091797,47745.59766,88848.57031,13900.47266,441.884003,3744,2281,5817.131348,316565.8438,13490.73438
2020/07/07,7510.759766,49898.67578,89853.52344,14032.16309,429.552307,3610,2229,5640.914063,317760.4375,13505.0752
2020/07/08,7728.983398,51331.83203,89007.40625,14302.76856,422.358887,3690,2247,5664.541016,326026,13126.45508
2020/07/09,7722.538086,50565.25781,86289.23438,13950.25781,431.607605,3667,2223,5689.152344,330379.2813,13163.74414
2020/07/10,7918.662598,50054.84375,88781.64063,13698.12109,431.196594,3760,2220,5541.484375,322528.8125,12758.35254
2020/07/13,8209.62793,50180.54297,88674.75781,14286.70996,419.276001,3730,2184,5879.151855,324529.75,13290.90625
2020/07/14,8051.254395,50015.80078,88247.20313,14265.83106,390.502106,3684,2171,5808.270996,313977.5625,13335.84375
2020/07/15,8202.260742,49192.08984,90052.32031,14453.73047,349.396606,3561,2150,5699.981445,318371.6563,13528.97852
2020/07/16,8429.693359,50641.43359,89334.07031,14460.15234,363.989105,3562,2230,6069.150879,311639.1563,13888.47656
2020/07/17,8336.694336,50958.54297,89397.00781,14609.50879,374.471008,3610,2230,6285.730469,312106.0625,14313.94629
2020/07/20,8359.713867,52984.96094,89595.79688,14800.61816,371.593597,3589,2231,6332.984375,313888,14341.67285
2020/07/21,8408.514648,51440.38672,91771.53906,14654.47559,390.502106,3723,2163,6205.989746,327084.1875,14302.47266
2020/07/22,8333.010742,51279.45313,89549.84375,14774.92383,388.241302,3700,2110,6035.679688,318556.8438,13576.78418
2020/07/23,7936.157715,53306.82813,91240.08594,14945.95996,376.937286,3710,2070,5903.763184,320647.3438,13337.75586
2020/07/24,7820.139648,54981.85938,90762.58594,14970.85156,377.553894,4033,2018,6536.766113,306561.1875,13168.52441
2020/07/27,7775.022461,59835.55078,89133.27344,15733.68848,369.949402,3901,1980,6336.922363,306610.9688,12805.20215
2020/07/28,7809.090332,59449.88672,91154.17188,15769.01758,376.115204,3941,1978,6171.53418,310184.75,12811.89453
2020/07/29,8042.046387,57407.28125,93028.22656,15388.40332,367.894104,4045,2000,6332.984375,312949.2188,13920.02832
2020/07/30,7564.164551,55802.71094,96682.42969,15319.34766,346.724792,4025,1977,5968.736816,310718.3438,13242.14453
2020/07/31,7299.901855,52824.98047,93946.27344,15589.15137,328.4328,4183,1955,5822.053223,313319.5625,13026.06348
2020/08/03,6968.423828,52053.64453,93101.14844,15836.46973,315.279114,4250,1916,5580.862305,317243.7813,13601.64258
2020/08/04,7074.3125,53115.42188,97098.99219,15858.95313,301.714294,4375,1922,5655.680664,315968.5625,14054.83984
2020/08/05,7182.042969,55017.09375,96977.11719,16066.12109,319,4275,1932,5919.51416,323534.2813,14532.89551
2020/08/06,6973.027344,53577.26953,95596.55469,16059.69727,390,4275,1947,5836.820313,320847.4688,14405.73242
2020/08/07,7009.858398,51435.62891,95001.17969,15923.99414,391,4360,1924,5792.52002,307446.1563,14498.47559
2020/08/11,7263.070801,47375.17188,98509.52344,16142.40723,420,4600,2069,6118.373535,305903.1563,15141.93848
2020/08/12,7194.934082,46718.10547,99045.96875,16080.57813,469,4600,2050,6256.197266,310476.4375,14747.06445
2020/08/13,7139.6875,47684.65234,98802.21875,15778.65527,541,4673,2124,6551.532715,303325.8438,15121.86035
2020/08/14,7043.926758,47189.48047,98094.95313,16236.35547,550,4772,2176,6795.677246,299483.2188,14008.94629
2020/08/17,6958.294922,49612.99219,97948.10156,16449.94922,568,4715,2075,6557.439453,301633.5,13279.43359
2020/08/18,7170.073242,48846.41797,98888.13281,16386.51367,584,4707,2032,6546.61084,299642.5,12615.8916
2020/08/19,7260.309082,46880.94531,99934.03906,16421.04297,415,4725,2094,6639.149414,293846.7813,12333.83887
2020/08/20,7084.440918,47027.59375,97654.41406,16059.69727,374,4700,2166,6284.746094,293669.5625,13441.0166
2020/08/21,7410.395508,46193.41016,95001.17969,16164.88867,391,4704,2316,6467.854492,301842.5625,13768.00586
2020/08/24,7642.430176,45898.20703,96882.21875,16241.17285,336,4771,2400,6667.698242,305500,13911.42285
2020/08/25,7802.645508,44525.99219,97354.72656,16013.92871,352,4745,2434,6448.165527,309949.8438,14154.27539
2020/08/26,7638.74707,46289.58984,99772.21094,16291.7627,317,4500,2373,6369.40918,316727.125,14065.35742
2020/08/27,7550.353516,45396.36328,100895.0391,16512.58398,303,4555,2670,6283.761719,322136.5938,13745.05957
2020/08/28,7405.791504,47463.73047,98247.79688,16596.09375,276,4640,2780,6192.20752,312556,13738.36719
2020/08/31,7112.985352,47104.73047,98978.03906,17091.53516,285,4577,2726,6012.052734,307880.2188,13248.83789
2020/09/01,7435.255859,46370.53125,96200.92969,16460.39063,272,4724,2770,5976.612305,314217.4688,13576.78418
2020/09/02,7249.260254,45096.40234,99325.67188,16614.56055,277,4580,2871,5772.830566,316032.25,13768.00586
2020/09/03,7084.440918,44758.34375,100228.7344,16211.46387,272,4590,3108,5814.177734,303624.4688,13365.4834
2020/09/04,7403.028809,44093.66406,96135.99219,16625.00195,253,4395,3150,5690.136719,292019.0625,13672.39551
2020/09/07,7320.15918,45340.18359,97798.26563,17171.83398,247,4500,3120,5739.359375,288674.1875,13925.76465
2020/09/08,7590.867188,45042.125,94816.36719,16629.81836,288,4700,3052,5936.25,284112.875,13652.31641
2020/09/09,8211.46875,45252.57031,94102.10938,16669.9668,303,4518,3400,5955.938965,286949.0313,13097.77246
2020/09/10,8560.442383,46979.98047,97098.99219,17074.67188,304,4866,3526,5937.234375,292676.0625,13637.01856
2020/09/11,8313.675781,46546.69531,93922.29688,17384.625,290,4765,3480,5649.774414,293654.625,13136.0166
2020/09/14,8262.111328,47105.68359,94152.0625,17288.26563,263,4760,3448,5626.147461,294465.9688,12783.21191
2020/09/15,8145.17334,46476.23047,93643.59375,16828.15625,268,4740,3281,5593.660156,295372.875,12357.74219
2020/09/16,8234.488281,45746.79297,92941.3125,16878.74219,303,4830,3178,5731.483887,294167.3125,12981.12695
2020/09/17,8186.607422,42977.60547,93782.44531,16333.51856,320,4820,3156,5688.167969,289547.25,13065.26465
2020/09/18,7879.990723,42444.33984,94851.32813,16433.08789,315,4821,2972,5654.696289,288194.375,13193.38281
2020/09/21,7599.154297,41872.98438,91958.34375,15981.81055,291,4782,2840,5340.65625,281512.6563,12501.1582
2020/09/22,7674.657227,41693.95703,90721.625,15756.97363,290,4879,3000,5382.00293,288343.7188,12558.52539
2020/09/23,7739.112305,40815.97266,91175.15625,15899.10254,283,4850,2936,5617.287109,303108.8438,12728.71289
2020/09/25,7531.9375,41709.19531,89616.77344,15907.93457,288,4600,2788,5281.588867,296556.5,12281.25293
2020/09/28,8046.651367,41728.23828,93016.24219,16191.38965,307,4675,2800,5537.546387,298245.8438,12931.40918
2020/09/29,8190.291992,42396.73047,92144.14063,16135.98242,301,4699,3056,5623.193848,294711.8438,12506.89551
2020/09/30,8224.360352,41242.58203,91201.125,16098.5459,292,4668,3156,5526.717773,294665.0625,12388.33691
2020/10/01,8284.209961,41576.83203,89090.32031,16117.67969,285,4862,3232,5311.122559,299795.8125,12286.0332
2020/10/02,8593.59082,41190.21094,88258.1875,16140.14356,274,4951,3195,5354.438477,298647.0313,11870.125
2020/10/05,8465.602539,41299.72266,90855.48438,16289.89746,273,4945,3255,5452.883789,298100.5,11763.04004
2020/10/06,8286.972656,40929.28906,95350.8125,16260.7793,266,4872,3199,5432.209961,300488.6875,11868.21289
2020/10/07,8345.902344,40402.68359,97548.52344,16528.66992,262,4860,3248,5279.620117,305207.3125,11851.00293
2020/10/08,8217.914063,41488.26953,98497.53906,16653.4668,270,4849,3230,5377.080566,297395.7188,12168.43164
2020/10/09,8188.450195,43614.67969,97748.32031,17296.57617,280,4848,3213,5366.251953,304144.125,11855.7832
2020/10/12,8329.329102,43732.75781,98847.17188,17233.3457,273,4900,3300,5432.209961,307114.6563,11668.38574
2020/10/13,8098.213867,42931.90234,96223.89844,17315.71094,264,4799,3250,5251.070801,310816.9063,11190.3291
2020/10/14,8045.72998,44168.89453,95300.85938,18107.74414,260,4800,3311,5449.930176,312879.5313,10684.54688
2020/10/15,8201.34082,43070.93359,91410.90625,18096.0957,255,4699,3268,5548.375488,308079.2813,10293.49707
2020/10/16,8047.571289,42367.21094,91444.875,19453.86523,257,4482,3300,5461.743652,312167.7813,10077.41602
2020/10/19,8424.167969,42211.03906,92594.67969,20017.10547,275,4450,3400,5438.116699,309596.4063,10134.78223
2020/10/20,8365.238281,40875.96875,94202.00781,20549.56445,265,4408,3256,5433.194824,311090.6563,9346.946289
2020/10/21,8739.073242,41852.98828,91329.99219,20484.66992,274,4147,3277,5468.634766,306489.5,9559.203125
2020/10/22,9048.454102,39303.77344,90156.21875,20474.6875,270,4200,3390,5519.82666,302429.875,9356.507813
2020/10/23,9502.395508,38551.48047,92603.67188,19970.51563,272,4650,3448,5663.556641,299934.1875,9864.203125
2020/10/26,9325.607422,38090.58594,92358.92188,20133.58008,265,4707,3431,5617.287109,300438.9063,9820.22168
2020/10/27,9306.270508,37138.32422,89933.44531,19883.99023,260,4605,3430,5653.711914,305212.3125,8815.348633
2020/10/28,8778.666016,36276.52344,86310.21875,18967.16406,251,4470,3380,5412.520996,302463.7188,8192.919922
2020/10/29,8444.425781,36052.74219,88025.42969,19068.66406,250,4411,3360,5464.697266,302674.7813,7220.554199
2020/10/30,8004.29541,35122.37891,84859.72656,18932.2207,252,4330,3300,5689.152344,314706.2813,8034.205566
2020/11/02,8089.926758,38816.21484,84905.67969,18804.93164,243,4572,3389,5739.359375,318283.0938,8504.612305
2020/11/03,8658.044922,39193.3125,86709.79688,19260.01563,234,4604,3500,5994.33252,305050.0313,9602.228516
2020/11/04,8607.402344,38504.82422,87244.25,18919.74219,225,4690,3583,5990.39502,315447.9063,9376.585938
2020/11/05,8638.708984,39709.44141,88576.85156,19819.92969,230,4684,3699,6073.088867,335078,9253.248047
2020/11/06,8480.335938,41355.90625,89646.74219,20178.50586,239,4450,3720,6054.384277,342755.1875,8709.219727
2020/11/09,9090.80957,35626.125,98397.64063,19910.61523,280,4729,3975,6539.719238,335189.4688,10764.86035
2020/11/10,9325.607422,36648.86328,103749.0781,20096.14258,295,4570,3950,6759.252441,316068.0938,10534.4375
2020/11/11,9823.745117,34823.37109,105545.2109,19735.90234,316,4482,3988,6935.469238,301090.9688,10326.00488
2020/11/12,9760.212891,35423.29297,103242.6016,19299.95117,314,4418,3903,6876.402344,313215.0313,9953.121094
2020/11/13,9427.8125,35472.81641,102668.1953,19836.57031,316,4451,3878,6906.92041,316366.75,10039.1709
2020/11/16,9456.356445,34583.39453,105040.7266,20292.48633,349,4500,3850,6716.920898,312735.2188,10392.93262
2020/11/17,9637.749023,34155.83203,102847.0078,19628.57813,340,4585,3833,6488.527832,306415.8125,10803.10449
2020/11/18,9857.814453,33394.97266,102693.1719,19636.06445,340,4636,3807,6646.040527,308272.4375,11282.11621
2020/11/19,9877.150391,32443.66016,102493.375,19771.67578,353,4600,3705,6576.144043,302753.4063,11251.52051
2020/11/20,9726.143555,32977.87891,100183.7813,19973.01172,336,4439,3621,6568.268555,310728.2813,10841.34863
2020/11/23,9892.804688,31139.05664,101931.9609,20036.24023,349,4450,3783,6663.760254,318178.5625,11071.77148
2020/11/24,10487.62402,29877.30469,106004.7266,19230.89648,340,4450,4023,6820.288574,316665.4063,12716.2832
2020/11/25,10617.4541,30159.17383,103812.0078,19881.49414,364,4476,4083,6954.173828,314890.1875,12620.67285
2020/11/26,10630.34375,30914.32227,102892.9609,20598.65039,366,4573,4150,6841.946289,317544.0313,12625.45313
2020/11/27,10588.91016,30424.85742,104527.2656,21584.5293,350,4755,4009,6805.521484,315559.375,12674.21484
2020/11/30,10146.93848,31078.11133,103891.9297,19953.87695,313,4700,3819,6521.014648,312052.8438,11548.87109
2020/12/01,10166.27344,33132.14453,102627.2422,19533.73242,320,4810,3820,6518.061523,315248.2188,11210.4082
2020/12/02,10334.77637,33037.87109,103891.9297,20376.51563,321,4572,3946,6560.393066,314080.375,11701.84961
2020/12/03,10606.4043,32496.0332,104807.9766,20755.05859,296,4712,3920,6821.272949,319238.4375,12389.29395
2020/12/04,10652.44336,32265.58398,107188.5,20591.16211,311,4700,4101,6891.168945,317846.2188,12811.89453
2020/12/07,10651.52344,32736.00391,106002.7266,20775.02734,340,4630,3860,7088.05957,316844.9063,12762.17676
2020/12/08,10704.00586,31670.41992,105118.6484,20923.11719,345,4758,3700,6929.5625,312713.0625,12874.04199
2020/12/09,10782.27246,30185.83984,104491.2969,21432.2793,337,4830,3768,6912.827148,313317.4375,13271.78418
2020/12/10,10436.98242,31229.52148,107152.5313,21367.38672,324,4600,3846,6653.916016,310345.4375,13354.00977
2020/12/11,10701.24512,30779.09961,104882.8984,20047.05664,311,4500,4016,5968.736816,316826.9688,13461.09473
2020/12/14,10794.24219,30877.18164,105405.3516,20501.31055,308,4600,4028,6501.325684,308306.9375,12883.60352
2020/12/15,10982.08106,31282.8457,104271.5313,20695.1582,305,4830,4100,6525.937012,304982.9063,12833.88574
2020/12/17,11029.04102,32893.12891,104813.9609,21944.76953,310,4553,4185,6048.477539,314857.2813,13482.12891
2020/12/18,11234.37207,32643.63086,103553.2734,21703.5,325,4500,4155,6209.927734,300068.1875,13194.33984
2020/12/21,10958.13965,32753.14258,100972.9609,21484.69531,280,4536,4034,6048.477539,306605.5313,12537.49121
2020/12/22,11110.98828,32167.50195,101594.3203,21466.39063,266,4550,4113,6160.705078,303181.7813,12024.05859
2020/12/23,11153.34473,31891.34766,103941.875,21518.80469,266,4709,4121,6186.300781,303903.8438,12087.16211
2020/12/24,11240.81836,32297.96289,102992.8594,21396.50586,268,4813,4390,5933.296387,298366.7813,12353.91699
2020/12/28,11247.26367,32589.35547,104403.3906,21922.30859,264,4900,4445,6020.913086,287097.1875,12531.75391
2020/12/29,11103.62305,32077.98633,104901.875,21325.78711,261,4900,4450,6103.606934,292211.375,12636.92676
2020/12/30,11100.86035,32791.23438,103967.8438,21628.62305,260,4850,4273,6016.975098,299705.1563,null
2020/12/31,11036.40625,32616.9707,103792.0313,21790.02734,250,4895,4202,5925.420898,301122.3438,12805.20215
2021/01/04,10891.84473,35072.85938,103825.9922,22923.16406,261,4764,4138,6016.975098,302877.5938,12711.50293
2021/01/05,10617.4541,36005.12891,105172.5938,22970.58594,247,4550,4000,6165.627441,310828.1563,12620.67285
2021/01/06,10753.72754,35181.42188,108487.1484,22700.19727,248,4450,3958,6421.584961,309265.375,13750.7959
2021/01/07,10934.2002,34815.75,110385.1719,23350.79492,258,4652,3900,6775.988281,300563.8438,15393.39551
2021/01/08,11231.61035,33766.35547,107546.125,24002.22461,285,4648,3982,6689.356445,306200.625,16095.18164
2021/01/11,10855.01367,34263.4375,107678.9844,23868.27734,280,4600,3950,6607.646484,319396.0313,15960.37012
2021/01/12,10883.55762,33976.80469,105710.0313,23632,284,4600,3874,6579.097656,318581.2188,16096.1377
2021/01/13,10865.14258,34329.14453,105041.7266,24543.00195,296,4534,3860,6583.035156,319017.0313,16286.4043
2021/01/14,10727.94629,33055.01172,105192.5781,25318.39453,295,4448,3925,6398.942871,332370,16349.50781
2021/01/15,10773.06445,33232.13281,103751.0703,24014.70117,287,4441,3878,6356.611328,335586.3438,16244.33496
2021/01/18,10795.16309,33070.25391,104849.9297,24772.62305,298,4470,3830,6281.792969,339942.5625,16070.32324
2021/01/19,11003.25879,32005.61523,102892.9609,24189.41602,315,4589,4000,6250.290527,344071.4375,16446.07422
2021/01/20,10957.21973,32593.16211,101120.8047,24739.3457,327,4600,4010,6435.367676,349057.9688,16225.21289
2021/01/21,10893.68555,32452.23047,100338.625,25239.35742,328,4473,4000,6451.118652,349057.9688,15770.10352
2021/01/22,10581.54297,32466.51563,99906.07031,23993.90234,330,4500,4033,6332.984375,355440.75,15441.20117
2021/01/25,10506.04004,33932.04688,97698.36719,23684.41211,335,4650,4047,6395.004883,377748.5313,15027.20508
2021/01/26,10632.18555,33995.85156,97013.07813,23791.73828,336,4580,4028,6328.062012,359031.0625,14527.15918
2021/01/27,10754.64844,33753.02344,96348.76563,22540.45898,332,4529,4000,6371.37793,352548.5625,14275.70117
2021/01/28,10726.10547,33863.48828,97198.88281,22810.01563,306,4350,4047,6227.647949,350254.75,14483.17773
2021/01/29,10519.85254,34438.65234,96203.92969,22819.16797,292,4448,4033,6162.673828,346863.9063,15774.88477
2021/02/01,10386.33887,33647.32031,95844.29688,23542.97852,295,4325,4110,6057.337402,352299.2188,15675.44922
2021/02/02,10727.02637,32864.55859,98567.46875,22121.14844,294,4377,4175,6100.65332,355540.4688,16079.88379
2021/02/03,10865.14258,33163.57031,97376.70313,22313.33203,300,4400,4200,6231.585938,358233.2188,17974.89648
2021/02/04,11098.09863,31809.45117,97936.11719,22244.27734,308,4400,4376,6512.154785,358714.9063,18809.58203
2021/02/05,11785.91699,31662.80078,98054,22221.81641,309,4670,4446,6879.355469,355874.5625,18669.0332
2021/02/08,11657.92969,32698.86719,97198.88281,22443.11914,338,4704,4498,6759.252441,358033.75,19122.23047
2021/02/09,11630.30664,32738.86133,95569.57813,22344.94531,355,4946,4466,7021.116699,358231.2188,18966.38477
2021/02/10,11682.79004,33281.64453,95311.85156,23106.19531,360,4941,4557,7119.562012,365245.2813,19289.55078
2021/02/11,11728.8291,33966.33203,94237.96875,22723.49219,343,4988,4475,6960.080566,369985.5,18769.42578
2021/02/12,12344.82715,32999.78125,93101.14844,23175.24805,355,4985,4525,7330.234863,370101.1875,19145.17773
2021/02/15,12273.00684,32743.62305,94575.61719,23877.42969,351,5127,4955,7436.555664,372550.5625,19429.14258
2021/02/16,12126.60352,32402.71094,95057.11719,23853.30273,360,4989,5011,7358.78418,368928.3438,20043.92188
2021/02/17,11865.10449,29943.96484,94924.25781,23402.375,350,4925,4942,7017.179199,380170,19122.23047
2021/02/18,11658.85059,28676.49805,92839.42188,24382.43164,346,4815,4900,6989.614258,377057.4063,19011.32227
2021/02/19,11432.33984,29177.39258,95042.13281,24166.95313,348,4725,4960,7156.971191,382453.8438,19405.24023
2021/02/22,11359.59863,29444.02539,94401.79688,24495.57813,350,4774,4950,7154.018066,373142.9688,19255.13086
2021/02/23,10950.77344,28463.19336,94340.85938,23849.14258,346,4759,4800,7110.702148,358551.3438,18625.05273
2021/02/24,11150.58301,28226.08008,93902.3125,23961.45703,353,4709,4700,7035.883789,355573.375,19216.88672
2021/02/25,11408.39941,29254.52344,90615.73438,24850.83008,344,4700,4570,7216.038574,355229.3125,19371.77539
2021/02/26,11172.68066,28870.76172,87519.95313,24540.50586,339,4603,4468,7155.986816,350851.125,18016.00977
2021/03/01,11367.88574,28530.80273,88854.57031,25087.10547,350,4597,4464,7409.975586,363916.875,18644.17578
2021/03/02,11647.80078,28377.48828,88138.3125,24722.70703,372,4680,4468,7409.975586,370403.375,18451.99609
2021/03/03,11605.44531,28360.34766,88787.64063,23761.78516,401,4814,4508,7481.84082,374633.9375,18223.48633
2021/03/04,11738.03711,28911.70898,91210.11719,22881.56445,420,4775,4501,7457.229492,359997.4375,18789.50391
2021/03/05,11934.16113,30122.98828,92567.71094,23107.86133,400,4783,4480,7483.80957,358595.2188,21410.20508
2021/03/08,11868.78613,31948.48242,93974.24219,23374.08789,407,4800,5410,7531.063477,349357.1563,21660.70703
2021/03/09,12024.39648,32902.64844,95500.64844,22907.35547,450,4785,5690,7471.011719,354928.125,21959.01367
2021/03/10,12159.75195,32739.33984,95604.54688,23389.06445,454,4805,5800,7321.375,355041.8125,21938.93555
2021/03/11,12246.30371,33278.85547,93139.10938,23394.88867,435,4964,5885,8217.226563,362272.3125,21718.07422
2021/03/12,12400.07324,32710.17773,92792.47656,23711.03516,445,5050,6052,8552.924805,344064.4375,22004.9082
2021/03/15,12246.30371,33094.15625,93353.89063,23116.17969,435,5050,6105,8748.831055,339077.9063,21777.35352
2021/03/16,11844.8457,32884.17969,91925.375,22904.86133,438,4923,6001,8979.193359,341079.5,21525.89453
2021/03/17,11691.99805,31696.27539,93893.32813,23045.46289,426,5026,5982,8799.038086,337441.3125,21565.0957
2021/03/18,11689.23633,31414.36719,93569.66406,23874.10156,438,5049,5889,8582.458984,338699.9375,21542.14844
2021/03/19,11260.1543,31496.02344,93402.84375,22220.15234,425,5000,5617,8627.744141,344426.4688,20714.15625
2021/03/23,11141.375,30014.54492,93323.92188,21968.89844,407,4934,5469,8417.070313,348838.5625,19945.44336
2021/03/24,11252.78809,28942.31641,92378.90625,22364.07227,396,4965,5415,8375.723633,346208.6563,20283.90625
2021/03/25,11057.58398,28676.93359,92495.78125,22882.0332,386,4975,5395,8377.692383,343462.0625,19840.27148
2021/03/26,11314.47949,29518.77148,93802.42188,24384.04102,399,5050,5518,8566.708008,351750.7188,20905.37891
2021/03/29,11827.35254,31159.67578,95995.14063,23668.92383,390,5199,5618,8692.717773,353694.4688,20770.56641
2021/03/30,12148.70215,31226.75195,96209.91406,23722.53516,395,5233,5734,8679.919922,353097.0625,20765.78711
2021/03/31,11610.04785,31286.04883,93124.125,24048.5332,383,5300,5500,8549.97168,352220.4375,20240.88086
2021/04/01,11433.26074,32450.625,92174.10938,23846.18945,400,5566,5613,8415.101563,370899.0313,21266.78906
2021/04/06,11568.61426,32571.16211,93128.125,23973.30273,434,5669,5700,8741.94043,365965.3438,21017.24414
2021/04/07,11510.60547,31097.46289,92403.875,24201.58789,438,5900,5500,8549.97168,347562,20910.16016
2021/04/08,11242.65918,31364.79102,93698.53125,24914.10938,440,6191,5311,8726.188477,349393.0625,20796.38281
2021/04/09,11389.9834,31414.36719,94980.19531,24058.04492,425,6200,5484,8660.230469,347661.75,20460.78711
2021/04/12,11421.28906,30172.02344,95026.14844,23437.17969,423,6230,5415,8804.945313,340416.2813,20183.51563
2021/04/13,11482.06152,30327.56055,93341.89844,23843.5957,414,6235,5382,9214.477539,349498.7813,21525.89453
2021/04/14,11325.5293,29674.30859,94368.82813,24058.04492,425,6150,5492,9149.503906,353660.5625,22414.12305
2021/04/15,11745.40332,30286.73242,95724.42188,23750.20508,420,6150,5657,9111.110352,353346.4063,22195.17383
2021/04/16,11770.26367,31130.51367,97419.66406,24216.28711,430,6035,5605,9133.751953,354044.5,22326.16016
2021/04/19,11600.84082,30447.12695,97698.36719,24449.75977,434,5908,5503,9152.457031,346805.0625,22419.85938
2021/04/20,11111.90918,30607.52344,96014.11719,23949.95508,418,5750,5363,9008.726563,340478.125,21518.24609
2021/04/21,11247.26367,30931.23438,98881.14063,23845.32617,415,5644,5425,9240.073242,337951.9375,22325.20508
2021/04/22,11371.56738,30796.11133,100395.5703,24601.94922,405,5650,5365,8980.177734,338859.5,22405.51758
2021/04/23,11371.56738,30024.26367,100310.6563,24248.28125,423,5714,5356,9036.291992,341295.9063,22879.75
2021/04/26,11401.9541,29713.19336,100002.9688,24657.29102,416,5654,5371,8955.566406,335436.7188,22856.80273
2021/04/28,11587.9502,28914.12695,102091.7969,24565.63086,416,5828,5418,9090.436523,336242.5625,24028.03906
2021/04/29,11845.7666,28480.57031,102438.4375,24103.875,428,5825,5367,9063.856445,331739.7188,24005.0918
2021/04/30,11274.88672,29182.42578,102892.9609,23443.23438,430,5800,5376,9019.555664,330150,23329.12109
2021/05/03,11028.12012,30176.88281,102192.6953,23430.26172,432,5767,5247,8693.702148,330208.8438,22803.25977
2021/05/04,10942.48633,30293.53711,102329.5547,23779.60742,427,5819,5301,8740.956055,323809.125,22792.74414
2021/05/05,11177.28418,29957.19141,100919.3281,24198.99219,427,5767,5330,9749.035156,323127.9375,23396.04883
2021/05/06,11322.7666,30883.60156,105299.9141,24448.03125,434,5901,5417,9615.149414,327954.9375,22992.57031
2021/05/07,11325.5293,31529.07422,104667.2578,24790.45703,434,5710,5372,9497.015625,332866.6563,23012.64844
2021/05/10,11499.55664,31038.16406,105569.7656,25100.02344,436,5666,5331,9421.212891,322491.6563,22994.48242
2021/05/11,11432.33984,30418.9375,103243.0469,24556.11914,425,5456,5750,9381.833984,316604.5625,22659.84375
2021/05/12,11401.0332,31531.99219,104710.2344,25112.12891,425,5613,5538,9650.589844,311547.2188,22899.82813
2021/05/13,11279.49121,31194.67188,106008.5234,23807.27734,428,5835,5622,9455.667969,301242.0313,22654.10742
2021/05/14,11482.06152,32273.70117,106501.25,24097.82031,442,5832,6008,9455.667969,300826.125,22659.84375
2021/05/17,11457.2002,34011.81641,105988.5313,24125.49219,428,5774,6190,9501.9375,305824.6563,22420.81641
2021/05/18,11629.38477,34704.92578,104528.3359,24156.62109,425,5735,6265,9406.445313,300614.7188,22160.75391
2021/05/19,11561.24707,36074.61328,104061.5938,23172.57813,425,5780,6164,9461.575195,297571.9063,21407.33789
2021/05/20,11672.66211,35232.77734,104642.2734,23322.17383,420,5703,6100,9326.705078,303333.375,21095.64453
2021/05/21,11899.17188,34339.41406,105591.75,23182.95508,433,5517,6039,9352.300781,300828.125,21047.83984
2021/05/24,11857.73731,34169.29688,105808.6328,22541.33789,433,5375,5980,9454.683594,299940.5313,21321.28711
2021/05/25,12294.18457,34109.99609,105113.0156,22654.61523,415,5259,5955,9275.513672,304413.4688,21136.75781
2021/05/26,12576.86231,32759.75,105142,21757.04492,415,5550,6143,9606.290039,302104.6875,21332.76172
2021/05/27,12942.41016,32402.01953,104871.1484,22831.88281,426,5651,6327,9644.683594,297197.9375,21512.50977
