ABG,ANG,ANH,ARI,CLH,FBR,MSM,MTN,NPN,SOL
Date,Adj_Close,Adj_Close,Adj_Close,Adj_Close,Adj_Close,Adj_Close,Adj_Close,Adj_Close,Adj_Close,Adj_Close
2019/07/16,14359.3252,23955.95898,122156.1016,12786.80664,2133.246338,9197.297852,6410,9612.611328,224835.5625,32303.18555
2019/07/17,14118.05566,24021.30273,123028.3594,12901.20117,2172.388428,8996.604492,6307,9531.208984,221535.7344,31924.56445
2019/07/18,14255.80566,24841.39648,122793.6328,13115.69922,2211.530762,9245.741211,6269,9653.759766,220917.9844,32326.13086
2019/07/19,14353.48242,25307.3125,128953.0547,13227.23535,2243.822998,8718.796875,6450,9753.052734,222648.3281,32012.52734
2019/07/22,14108.87207,25314.88867,130289.7656,13187.19727,2260.458252,8256.114258,6355,9668.966797,223217.1719,31535.42773
2019/07/23,14191.52246,25119.80859,132072.0469,13064.21973,2270.243896,8359.920898,6486,9749.473633,224724.875,31497.18359
2019/07/24,14105.53418,25047.83594,132776.2031,12663.82715,2270.243896,8452.853516,6325,9678.806641,225789.8438,31450.33398
2019/07/25,13906.00684,25168.10742,140839.2656,13004.875,2293.729004,8424.182617,6058,9563.412109,229082.5781,29448.23633
2019/07/26,13632.17773,25017.5332,142047.6563,12722.45606,2294.316162,8700.012695,5966,9551.783203,230017.5781,29687.26367
2019/07/29,13691.45117,25314.88867,143812.0469,12857.58789,2275.136719,8895.762695,5890,9838.033203,232462.8438,30345.06836
2019/07/30,13501.10645,25399.17188,142332.125,12673.83594,2274.940918,9024.286133,4980,9875.603516,228040.1406,30043.89258
2019/07/31,13330.79785,24036.45313,143205.3594,12723.16992,2240.887207,9046.036133,5125,10084.02832,225699.7656,29711.16602
2019/08/01,13189.70898,24919.04883,147474.0781,12139.02734,2201.744873,9055.921875,4986,10177.9541,234423.5625,30289.61328
2019/08/02,13036.09766,26750.52148,146391,11963.14063,2172.584473,9194.332031,5011,9961.477539,225925.6406,29085.86914
2019/08/05,12856.60645,28315.89258,144950.8438,11669.99609,2146.945801,8898.728516,4894,9971.317383,215569.2969,28831.54297
2019/08/06,12731.37988,28921.01953,145112.9688,11761.51563,2128.353516,8897.740234,4781,10094.7627,214797.0938,28205.29102
2019/08/07,12571.92285,30304.57031,146302.4844,11691.44629,2123.460693,9015.387695,4678,10081.34473,216856.2656,28204.33398
2019/08/08,12539.36523,28644.5,145904.6563,11998.89063,1948.887085,8898.728516,4662,9792.411133,222003.5469,27629.71094
2019/08/12,12380.74414,30077.29297,147750.5938,12047.50977,1976.286499,8752.410156,4499,9584.881836,221546.0313,28221.54492
2019/08/13,12520.16309,27703.19336,144658.4531,11939.54688,1941.449829,8452.853516,4587,9592.932617,224735.7969,28045.61914
2019/08/14,12206.26172,29356.63477,143199.375,11469.08594,1924.422974,8452.853516,4423,9419.393555,215833.125,26571.29688
2019/08/15,12697.98535,29453.22656,142331.125,10884.22656,1908.179077,8441.978516,4502,9383.612305,215632.3594,26594.24219
2019/08/16,12429.16699,29864.21875,144607.7188,11474.0918,1859.251343,8452.853516,4490,9393.452148,216856.2656,25336.95703
2019/08/19,12343.17578,29819.71094,147197.5938,11476.23535,1830.286133,8489.432617,4423,9262.850586,218722.3906,26169.72852
2019/08/20,12468.40332,30919.16602,145522.7344,11743.64063,1839.28894,8473.614258,4370,9318.311523,220073.7188,25968.94531
2019/08/21,12779.80078,30966.51367,145692.7969,11624.95313,1812.672241,8402.432617,4249,9173.397461,221042.1719,26832.31445
2019/08/22,12611.99609,31223.15039,144635.5625,11184.52051,1830.481934,8393.535156,4367,9076.789063,220707.5469,26818.92969
2019/08/23,12606.15332,31862.36523,144154.1719,11144.48242,1810.32373,8037.625488,4026,8990.914063,220009.375,25930.70117
2019/08/26,12606.15332,32857.64844,142729.9844,11368.98828,1737.910767,7711.375,3960,9054.425781,217499.7656,25432.56641
2019/08/27,12336.49805,32962.76563,144385.9219,11231.71094,1736.932251,7711.375,3960,8989.125,219520.3281,25659.16602
2019/08/28,12534.35547,33766.75781,142089.4531,11511.26953,1741.824951,7888.34082,3958,9249.110352,217729.4844,26771.12305
2019/08/29,12313.95703,32625.63867,144421.75,11490.53613,1714.621216,7859.67041,4269,9167.921875,220256.4844,27010.15039
2019/08/30,12830.72559,32779.04297,143333.6719,11848.02734,1674.50061,7796.397949,4499,9358.578125,222248.7188,27531.23242
2019/09/02,12656.24316,32566.92383,142890.0781,11860.89746,1661.583618,7725.21582,4294,9126.871094,224578.1719,25749.99609
2019/09/03,12824.88184,33417.32031,141190.3594,11762.22949,1634.379883,7645.13623,4300,9187.079102,225221.6563,24878.02344
2019/09/04,12812.3584,31715.58203,139297.6719,11730.05469,1621.645386,7772.67041,4353,9083.083984,231270.4531,25220.31055
2019/09/05,13148.80078,30813.10156,138283.2031,12011.75977,1631.594116,7770.693359,4629,9222.65625,231013.0625,25961.29688
2019/09/06,13370.03516,30199.45508,136505.8906,11727.91113,1631.594116,7773.65918,4800,9407.838867,229404.3438,24909.57422
2019/09/09,13412.61231,28736.35547,138728.75,11537.72461,1664.424927,7755.86377,4715,9151.500977,227045.2969,25815.01172
2019/09/10,13440.99707,28252.44531,137418.9063,11311.07422,1691.087646,7702.477051,4730,9146.02832,226690.0938,25835.08984
2019/09/11,13677.15234,28502.45117,137860.5,11021.50488,1655.471191,7691.602051,4777,9105.889648,245388.3125,26833.27148
2019/09/12,13967.60645,28863.25391,140235.5625,11221.70117,1677.955322,8113.750488,4885,9049.332031,250861.5156,26646.82813
2019/09/13,14393.37305,26444.64453,139606.9688,11434.05176,1741.428345,8014.886719,4589,9262.793945,248568.8906,26632.48633
2019/09/16,14829.4834,26654.87695,139073.8906,11211.69238,1750.780151,8304.557617,4675,9584.811523,253346.2656,29257.01367
2019/09/17,14414.05762,27510.00586,141360.4219,10646.1377,1690.291748,8097.932129,4617,9393.243164,247735.6875,27822.8457
2019/09/18,14419.23047,27410.57227,140910.8594,10724.78613,1730.88269,8111.772949,4595,9425.170898,239399.4375,27508.28516
2019/09/19,14420.95313,27360.38477,138774.5156,10548.89844,1731.081543,8049.48877,4616,9312.966797,237128.7344,27212.84766
2019/09/20,14048.62207,28051.68359,143429.1406,11010.78027,1731.081543,8263.035156,4700,9333.947266,243895.0781,27310.37109
2019/09/23,13927.95898,28943.74609,141826.8906,10802.71777,1698.648682,8012.90918,4450,9129.608398,237427.375,26484.28906
2019/09/25,13532.35645,29575.38672,141062.0469,10863.54004,1696.858032,8008.955078,4230,8982.739258,232767.4844,25623.78906
2019/09/26,13833.15234,29251.51758,141672.7344,10734.29492,1691.485596,8068.272949,4424,8984.563477,231981.0469,25271.94141
2019/09/27,13660.77734,27297.88086,142207.7969,10751.78125,1740.831421,7936.78418,4406,8926.180664,230906.9219,25429.69922
2019/09/30,13175.53906,26902.99023,143620.0938,10700.08301,1691.286621,8055.420898,4383,8784.78418,228469.9531,24195.35938
2019/10/01,13328.95313,27894.48438,142685.1875,10737.33691,1695.266113,7757.84082,4264,8666.194336,229062.2813,25050.12305
2019/10/02,13095.38379,27841.45508,138742.7031,10590.60352,1696.260986,7740.04541,4330,8483.748047,223985.2656,24490.79688
2019/10/03,13041.94629,28693.74219,136476.0313,10554.87109,1697.255737,7741.03418,4380,8419.892578,223970.3438,24000.3125
2019/10/04,13165.19531,27964.5625,137975.8594,10655.98731,1671.38916,7764.76123,4440,8734.612305,224473.0625,24113.13281
2019/10/07,13097.9707,29449.43945,140818.375,10900.79395,1679.945068,7915.03418,4400,8709.069336,226242.0469,25673.50781
2019/10/08,12809.24121,29882.21289,140048.5625,10697.04199,1651.491699,7883.397949,4360,8637.003906,224856.3281,25785.37305
2019/10/09,13033.3291,30728.82031,140132.0938,10913.71875,1657.062988,8037.625488,4300,8617.84668,223034.5781,25451.68945
2019/10/10,13380.66602,29830.12891,137545.2031,11138,1671.38916,8240.295898,4280,8635.178711,224980.7656,26570.33984
2019/10/11,13790.05762,28044.11133,136007.5938,11106.82813,1691.087646,8502.285156,4478,8591.392578,225825.9375,27073.25391
2019/10/14,13555.62695,28505.29102,135248.7344,10688.67871,1691.286621,8104.852539,4395,8564.936523,225797.0625,26256.73633
2019/10/15,13680.59961,27841.45508,137082.7656,10638.50098,1656.466064,8353.989258,4352,8497.431641,225876.7031,27529.32031
2019/10/16,13855.56055,28427.63867,137550.1875,11023.95996,1691.087646,8304.557617,4384,8590.479492,229362.9063,27170.77734
2019/10/17,13708.17969,28469.30664,137814.75,11380.52637,1682.531738,8207.670898,4397,8482.835938,230903.9219,27228.14453
2019/10/18,13626.30176,29044.12891,136726.6563,11438.30762,1713.770752,8134.511719,4490,8543.042969,228896.0313,26880.12109
2019/10/21,13823.67188,29135.98633,137365.1875,11400.29297,1711.184204,8205.693359,4495,8634.266602,227867.6719,27566.60742
2019/10/22,14143.42969,28273.28125,134249.1719,11007.99219,1671.38916,8086.068848,4620,8723.665039,225179.8594,25549.21289
2019/10/23,14043.4502,29836.75781,132837.8906,10759.38379,1656.26709,8121.659668,4551,8748.294922,213184.2031,25588.41406
2019/10/24,13807.2959,30492.07227,133581.8281,11459.59473,1641.542847,8085.080078,4545,8720.928711,214279.25,25510.96875
2019/10/25,13706.45606,30821.625,120343.9922,11331.86816,1617.666016,8067.284668,4536,8613.285156,208306.2969,25553.03711
2019/10/28,13938.30176,28707.94922,117622.8203,11459.59473,1615.67627,7844.84082,4600,8600.513672,208645.7656,28562.87695
2019/10/29,13862.45606,27650.16211,116368.6563,11206.42383,1578.66687,7790.46582,4639,8647.950195,208057.4219,28564.78906
2019/10/30,13418.58887,29138.82617,121040.1875,11706.68359,1591.799194,7790.46582,4440,8536.658203,210008.5938,27459.52344
2019/10/31,13348.77637,31287.54297,121611.0703,11495.32813,1590.008301,7790.46582,4290,8537.570313,213595.3438,26223.27148
2019/11/01,13339.29492,30704.19727,119570.2031,11432.98535,1564.738647,7760.806641,4412,8647.950195,214329.0156,26352.3457
2019/11/04,13583.20703,29737.32031,117255.8203,11523.45801,1563.743774,7759.818359,4643,8650.686523,216419.5469,26833.27148
2019/11/05,13838.32422,27647.32031,116266.2188,11792.5957,1502.260376,7909.102539,4720,8795.731445,217473.7656,27812.32813
2019/11/06,13933.99121,27683.30664,117452.75,11756.10254,1501.862549,7859.67041,4782,8888.779297,218659.4063,28053.26953
2019/11/07,14108.09082,27440.87695,115133.3828,11670.19043,1492.112671,7866.59082,4690,8891.515625,219007.8281,28432.8457
2019/11/08,14015.00879,26799.76563,114973.2578,11487.72559,1500.071777,7771.681641,4623,8831.308594,214030.375,28240.66602
2019/11/11,13956.40039,26867.94922,115768.9219,11274.84961,1522.158081,7869.557129,4419,8919.794922,212211.6094,28108.72266
2019/11/12,13958.12402,26794.08594,117911.2422,11328.82715,1522.158081,7786.51123,4468,9031.086914,214528.125,28080.04102
2019/11/13,13927.95898,28172.89844,119692.5391,11746.21875,1541.657593,7763.772461,4378,9170.658203,209702.9844,28248.31641
2019/11/14,13902.10156,28326.31055,117658.625,11708.20508,1532.106812,7711.375,4400,9000.983398,211541.6563,28121.15234
2019/11/15,14039.1416,27635.95508,116166.7734,11784.23145,1513.204102,7866.59082,4505,8781.135742,210049.4063,27201.37305
2019/11/18,13834.87598,27598.07617,118148.3203,11806.2793,1512.408203,7711.375,4459,8755.59375,215025.8594,26940.35547
2019/11/19,14082.23633,27608.49414,118194.1016,12060.20996,1512.607178,7846.818359,4467,8793.907227,223788.1563,27249.17969
2019/11/20,14245.12988,27616.07031,116025.9453,12278.41016,1502.658447,7945.682129,4516,8810.327148,221297.4375,27063.69336
2019/11/21,13663.36231,27103.74805,115160.5,11880.78613,1532.106812,7740.04541,4494,8619.670898,219704.6563,26482.37695
2019/11/22,13772.82031,26725.90039,116054.8359,11931.72461,1532.106812,7712.363281,4401,8605.075195,222307.875,27021.625
2019/11/25,13308.26758,26175.70117,116746.0156,12422.10059,1542.05542,7909.102539,4370,8538.482422,221994.2969,26936.53125
2019/11/26,12885.08594,25346.13867,116465.1641,12187.17676,1542.254517,7859.67041,4296,8345.088867,216767.9688,26876.29492
2019/11/27,12957.4834,25693.68555,115717.2266,12087.58106,1591.799194,7839.897949,4306,8519.325195,214030.375,26771.12305
2019/11/28,12707.53906,25896.33984,115199.3359,11883.82715,1591.799194,7810.23877,4210,8370.631836,210807.9688,26060.73242
2019/11/29,12692.02539,25954.10547,115682.3594,11540.18359,1611.696655,7889.32959,4279,8426.277344,208543.2188,25241.3457
2019/12/02,12552.40039,25985.35547,115541.9453,11422.3418,1571.901611,7731.147461,4283,7887.149414,203774.8281,24901.92578
2019/12/03,12473.1084,27854.70898,114841.7969,11351.63574,1548.223755,7831,4217,7845.186523,201188.5469,24519.48047
2019/12/04,12634.2793,27106.5918,115812.8281,11473.2793,1552.004272,7920,4272,7919.989746,205568.7031,25240.38867
2019/12/05,12478.27832,27306.40625,115369.6406,11464.91699,1532.106812,7900,4196,7849.748047,202758.4375,25292.01953
2019/12/06,12723.91406,26231.57227,114930.4297,11813.12305,1542.851318,8034,4400,7873.46582,204582.1719,24906.70508
2019/12/09,12589.46094,26105.62305,114731.2422,12047.28613,1532.106812,8185,4530,7850.660156,204302.4375,25154.33789
2019/12/10,12471.38477,27309.24609,114666.5156,12241.91602,1552.004272,7949,4511,7834.240234,202084.4844,26009.10156
2019/12/11,12637.72656,28308.31641,115644.5156,12530.82031,1532.305664,7900,5153,7901.744629,204075.4688,25903.92969
2019/12/12,12531.71582,28521.39063,112543.1875,12503.4502,1542.05542,7934,5000,7908.130859,206564.2031,25504.27539
2019/12/13,13176.40137,26989.16602,112910.6875,12772.58691,1546.034912,8098,4900,7966.513184,212636.6875,26158.25586
2019/12/17,12882.5,26623.625,114221.3203,13114.70996,1548.024658,7984,4940,7931.848633,219603.125,29216.85742
2019/12/18,13238.45606,26449.37891,114467.3281,12536.1416,1501.862549,7925,5083,8040.404785,225165.9219,31070.75781
2019/12/19,13066.94238,27318.71289,114441.4375,12316.42285,1442.966064,8085,5076,7925.462891,227748.2188,30209.30078
2019/12/20,12891.11914,27340.49609,115163.4766,12175.77246,1417.696167,7900,5063,7813.258789,233783.8906,29840.24219
2019/12/23,12881.6377,27184.24609,116762.9375,12176.5332,1414.711548,7936,5049,7772.208008,231247.375,29591.65234
2019/12/24,12883.36133,28599.04297,116070.7813,12228.99219,1418.093994,7850,5023,7680.984863,231551,29543.84766
2019/12/27,12860.0918,29240.1543,116592.6406,12316.42285,1419.685913,8144,5095,7680.072754,230606.2813,29916.73047
2019/12/30,13083.31738,29534.66797,116247.0469,12396.25195,1420.680786,7815,5180,7623.514648,232347.375,29663.36133
2019/12/31,12867.84863,29972.17578,115058.9063,12442.62793,1432.420288,7800,5132,7524.993652,228045.875,29016.07422
2020/01/02,12987.64844,30088.65625,116030.9375,12516.37402,1434.410156,8060,5130,7630.8125,232695.8125,29051.44922
2020/01/03,12894.56641,31828.26953,117768.8359,12557.42969,1423.466431,7900,4911,7410.052734,234338.375,29830.67969
2020/01/06,12528.26758,31720.31836,118401.25,12316.42285,1408.742188,7853,4630,7333.425293,233322.9688,30437.81055
2020/01/07,12202.47754,30511.95898,117928.1953,12270.80664,1413.119629,8000,4659,7334.337402,234746.5156,30150.97852
2020/01/08,12320.55469,29957.9707,115708.25,12644.10059,1431.62439,7864,4633,7262.270996,231451.4375,29775.22656
2020/01/09,12443.80371,29048.86328,116165.3906,12574.15527,1441.772217,7710,4795,7248.587891,233063.1406,28966.35547
2020/01/10,12359.34082,29251.51758,116075.7578,12623.57324,1461.669556,7700,4881,7632.637207,236478.6719,29639.45898
2020/01/13,12145.59473,29154.92383,115735.1563,13190.73731,1478.781372,7700,5164,7535.02832,237825.5625,29496.04102
2020/01/14,12423.98047,27984.44922,115436.3594,13078.21582,1493.704712,8102,5610,7567.868652,241531.7813,28778.95703
2020/01/15,12355.0293,28108.50195,114549.9922,13085.81836,1494.301514,8226,5643,7589.761719,243895.0781,27798.94336
2020/01/16,12436.04785,28056.41992,114332.875,13659.82422,1494.301514,8250,5393,7687.371094,243944.8594,26701.32813
2020/01/17,12023.20801,28298.84961,115112.6953,14279.44727,1479.378296,8001,5300,7662.740723,249918.7813,26107.58203
2020/01/20,12019.75977,28882.19336,114496.2031,14270.3252,1493.903564,7939,5177,7618.953613,250863.5,26116.1875
2020/01/21,12125.77051,28032.74414,113471.3828,13833.92773,1482.362915,7900,5130,7555.097168,245951.75,26021.53125
2020/01/22,12143.87012,27840.50781,111753.4141,13649.18164,1482.362915,8011,5123,7591.586426,247513.6719,25532.00195
2020/01/23,12036.13477,27929.52344,111074.1875,13237.11328,1471.220459,7910,4957,7507.661133,241904.0938,24857.94336
2020/01/24,12080.95313,27786.52734,112241.4219,13209.74414,1441.772217,7693,5010,7524.081543,245596.375,25289.15039
2020/01/27,11807.73731,29074.43359,109441.8672,12637.25781,1432.420288,7460,4899,7378.124023,236673.7969,24345.46875
2020/01/28,11893.92578,28045.05469,109949.7891,12416.7793,1425.655273,7433,4860,7389.071289,236605.1094,24352.16211
2020/01/29,11980.11328,27212.6543,110258.5156,12897.27148,1439.583374,7424,5050,7453.839844,244073.2656,24829.26172
2020/01/30,12053.37305,28174.79297,110946.7188,12863.05859,1431.823364,7300,5375,7534.116211,244885.5938,24524.26172
2020/01/31,11845.66113,28767.60742,112485.4219,12841.77148,1423.665405,7300,5337,7369.914551,244962.25,22867.32031
2020/02/03,11859.4502,28131.23047,111666.7656,12416.01856,1421.675659,7247,5352,7378.124023,248432.5156,22420.81641
2020/02/04,12207.65039,27456.97656,111691.6641,12781.70996,1347.259033,7010,5500,7404.579102,257657.7344,22468.62109
2020/02/05,12448.11328,27132.16016,112789.1797,12863.05859,1315.223999,6840,5465,7545.975098,260336.5781,23472.53906
2020/02/06,12703.22949,27225.91016,113460.4375,12638.01856,1259.510986,6730,5498,7483.03125,260768.625,23042.28906
2020/02/07,12619.62695,28127.44336,112280.2578,11607.84766,1219.716187,6450,5881,7514.046875,261220.5781,22373.00977
2020/02/10,12497.24121,27904.90039,110979.5781,11838.21094,1141.718018,6220,5900,7556.009277,259383.9063,21241.92969
2020/02/11,12628.24512,27084.81055,109703.7891,11755.3418,1114.259399,6426,5924,7581.552246,263108.0313,22032.63477
2020/02/12,12799.75977,26882.15234,109399.0391,12015.35547,1094.361938,6363,5510,8036.754883,265059.1875,23004.04297
2020/02/13,12746.32324,27537.4707,108488.7578,12347.59375,1133.360962,6266,5439,8013.949219,268226.8438,22708.60547
2020/02/14,12651.51563,28062.10156,109210.7969,12316.42285,1137.141479,6338,5458,7956.479004,269528.9375,22754.49805
2020/02/17,12678.23535,27714.55664,108853.2656,12802.23828,1122.218384,6250,5317,8045.877441,271569.6875,22038.37109
2020/02/18,12561.88086,28273.28125,109732.6719,12525.49707,1112.269653,6160,5223,8042.229004,269404.5313,21703.73242
2020/02/19,12638.58887,29753.42383,109452.8125,12811.36133,1084.413208,6026,5200,8027.632813,268918.7188,21321.28711
2020/02/20,12324.86426,30037.51758,110767.4453,12777.9082,1061.929077,5900,5025,8082.366699,269180.5313,21622.46289
2020/02/21,12066.30078,32008.20508,108044.5625,12620.53223,1014.771912,5840,5056,7971.987305,265259.2813,20468.43555
2020/02/24,11611.22949,32481.69531,105034.8594,11731.01172,1014.771912,5690,4776,7552.36084,254008.25,19791.50977
2020/02/25,11571.58301,30739.23633,103365.6875,11765.22461,1004.823181,5450,4566,7392.720215,259520.2813,19539.0957
2020/02/26,12429.15234,30474.08008,101156.7109,11707.44336,1000.047852,5477,4750,7336.161621,258320.7188,18649.91211
2020/02/27,11806.87598,30746.81445,93707.14844,11256.60156,984.925781,5450,4500,7150.979004,250863.5,17731.08789
2020/02/28,11402.6543,26304.49414,87241.5625,10376.96582,972.987183,5360,4475,6723.142578,237020.2188,17774.11328
2020/03/02,11506.0791,26833.85742,89286.20313,10836.93164,953.089783,5500,4190,6857.240723,243895.0781,17994.01953
2020/03/03,11600.88672,28833.89453,87897.88281,10936.52832,925.43219,5769,4375,7025.091309,243895.0781,18436.69922
2020/03/04,11636.22363,30098.12695,86842.1875,11117.47266,928.217896,5600,4442,7076.17627,243895.0781,17807.57813
2020/03/05,11375.0752,31155.91406,86402.98438,10267.48731,943.140991,5422,4333,7107.191895,248837.6875,16229.03711
2020/03/06,10869.15137,31690.01367,85096.32813,9763.424805,991.491943,5611,4280,6978.567383,245861.1719,15271.01367
2020/03/09,10385.6377,31156.86133,79452.38281,8701.324219,915.284485,5215,4104,5924.94043,235118.8281,8160.412109
2020/03/10,10344.26758,28199.41406,79075.92969,9144.564453,954.880493,5286,4144,5829.15625,245482.875,6852.45166
2020/03/11,10524.40039,29106.92383,80649.49219,8779.632813,926.723206,4690,4044,5728.811035,246978.1094,5040.620117
2020/03/12,10309.79199,26034.91602,70559.71094,6995.271973,800.734924,4500,3571,4961.624512,227283.3438,3560.559326
2020/03/13,10139.14063,25339.76367,71477.96875,7336.635254,739.898804,4344,3454,4961.624512,221197.9063,4855.134277
2020/03/16,9532.37793,23099.08594,64835.10547,6761.867676,616.171326,3778,3082,4350.429688,202143.2188,4277.643066
2020/03/17,9249.681641,28911.70898,59377.40625,7146.566406,616.582275,3640,3150,4071.286865,203618.5313,3507.973389
2020/03/18,8146.476074,27294.76367,59868.39844,7126.491699,542.592407,3201,3075,3552.227539,191203.7813,3250.779297
2020/03/19,6880.377441,24454.15625,61249.75781,7387.461914,557.184875,2800,3108,3585.067871,204004.7969,2887.456787
2020/03/20,7279.426758,25111.21875,74694.82031,7716.685547,493.882385,2859,2882,3275.821533,214528.125,2594.886719
2020/03/23,6447.713867,26429.1543,74595.23438,7023.709961,345.080505,2500,2563,2689.25708,213518.6875,2091.972168
2020/03/24,6808.841797,30137.27344,77682.60938,8069.999512,369.5383,2455,2748,3010.362549,231949.1875,2319.526611
2020/03/25,6550.277344,34481.50391,76176.76563,8029.848633,437.567902,2690,2800,3303.188477,244191.7344,2220.091064
2020/03/26,6952.775391,37099.28125,80766.01563,8029.848633,493.060303,2623,2900,3589.62915,256605.5,2766.030762
2020/03/27,6204.664551,31780.88086,75292.38281,8110.148926,431.607605,2604,2692,3648.924072,242737.3125,3051.907959
2020/03/30,5455.691406,32198.92578,75889.92969,8164.751953,437.156799,2301,2702,3703.657959,249756.5156,3011.751465
2020/03/31,6464.089844,30387.71875,78678.55469,8092.48291,482.989502,2300,2748,4414.285645,254219.3125,3530.919922
2020/04/01,6613.194336,28323.21094,78678.55469,7973.640137,452.1604,2400,2776,4284.338379,248025.3594,3225.92041
2020/04/02,6603.713867,31443.78125,81168.38281,8162.342285,474.768402,2600,2720,4823.818359,253901.75,3920.057373
2020/04/03,6333.084473,33077.87109,81331.69531,8029.848633,431.607605,2440,2717,4651.539063,252897.2813,3795.762939
2020/04/06,7153.592773,34052.99219,84056.57813,8270.745117,411.054901,2766,2701,5089.620605,260645.1875,4460.260254
2020/04/07,7754.321777,34505.3125,84156.16406,9250.385742,493.265808,3227,2960,5058.118164,260415.2344,6845.758789
2020/04/08,7512.995605,33500.67188,86090.25781,9001.460938,534.371277,3500,2907,4671.228027,257997.1875,6588.564453
2020/04/09,8078.38916,36223.19531,84982.78906,9780.357422,544.647705,3700,3000,5057.133789,257692.5781,7122.074707
2020/04/14,8354.19043,42832.86719,87336.16406,10454.06152,524.094971,3800,3000,5103.402832,262843.2188,6637.326172
2020/04/15,8076.115723,40976.90234,85089.35938,9924.894531,513.613098,3391,2740,4688.948242,267280.125,5690.775879
2020/04/16,7424.207031,40509.34375,85086.36719,10215.57422,532.316101,3435,2755,4846.460938,278159.8438,5497.641602
2020/04/17,7670.053711,39262.82422,85626.16406,10575.3125,544.647705,3750,2790,5192.988281,276302.25,5507.202637
2020/04/20,7505.235352,40106.53516,83956.98438,10040.52441,565.2005,3750,2750,4275.478027,280261.3125,5316.936523
2020/04/21,7378.167969,40395.07031,79674.47656,9497.706055,544.647705,3565,2748,4406.410156,277869.1563,5260.525879
2020/04/22,7387.375977,43979.39453,78550.07813,9765.904297,549.374817,3553,2746,4257.757813,284149.7188,5625.760254
2020/04/23,7465.64209,46820.95313,81666.33594,10384.20117,585.753174,3873,2720,4298.120605,289878.75,6348.580566
2020/04/24,7294.37793,49353.97656,78584.92969,10303.90332,565.2005,3697,2650,4208.535156,289090.3125,6405.947266
2020/04/28,7780.546387,44765.96094,85196.90625,10111.18652,549.785889,3764,2640,4749.984375,293669.5625,7385.961914
2020/04/29,7972.98877,44258.41016,88615.95313,10987.24414,554.924072,4199,2630,4646.616699,290981.75,8126.948242
2020/04/30,8406.673828,44251.74219,83186.125,10947.09375,565.2005,4100,2468,4785.424805,288578.6563,8343.029297
2020/05/04,7731.745605,45502.0625,78699.0625,10445.22852,519.77887,3950,2350,4572.782715,285599.125,7825.772949
2020/05/05,7945.365723,43336.61328,76678.89063,10663.64063,521.834229,3950,2344,5025.631348,285307.4688,7717.732422
2020/05/06,7792.51709,45343.98828,79128.02344,10818.61621,503.3367,3786,2374,4879.932129,291127.0938,8067.669434
2020/05/07,7814.615723,44542.18359,79873.84375,10814.60156,503.542206,3917,2312,4882.885742,289474.5938,8117.387207
2020/05/08,7734.507813,46436.23438,79159.97656,10593.78027,503.542206,3512,2455,4873.041016,296656.0625,7925.208496
2020/05/11,7482.21582,44895.47266,78617.83594,10438.80469,493.265808,3698,2399,4919.310059,304759.3438,7621.165039
2020/05/12,7396.583984,45789.64844,76778.73438,10893.29395,472.713104,3544,2355,4985.268555,308568.0625,7556.149414
2020/05/13,7272.278809,44523.13281,74615.15625,10722.25781,441.884003,3500,2290,4892.72998,320563.7188,7148.846191
2020/05/14,6853.326172,46465.75781,72309.79688,10262.14746,432.224213,3420,2108,4412.316895,313146.3438,7062.795898
2020/05/15,7089.044434,48110.32422,73410.05469,10840.29785,449.694,3450,2197,4700.761719,305924.0625,7400.303223
2020/05/18,7170.073242,47798.92578,78199.49219,11924.32715,441.884003,3400,2254,5068.947266,309597.4063,8162.324219
2020/05/19,7141.529297,48336.96094,75098.39063,12076.09082,437.979004,3379,2198,5591.691406,312346.9688,7922.340332
2020/05/20,7055.896484,46078.1875,76025.92188,12557.88184,438.801086,3350,2160,5414.489746,319906.7188,8120.255371
2020/05/21,7254.78418,42387.20703,73185.40625,12303.33594,416.192993,3301,2195,5306.200195,308601.9063,8046.634766
2020/05/22,7360.67334,43595.63281,72385.67188,12246.32324,421.331207,3250,2175,5104.387207,304828.0313,7372.576172
2020/05/25,7169.152344,41705.38281,73907.26563,12445.46289,431.607605,3400,2155,4989.206543,301633.5,7238.720703
2020/05/26,7598.233398,40337.93359,77311.89063,12797.97363,439.828705,3501,2226,5128.01416,301178.5625,7796.133789
2020/05/27,7498.789551,39108.55859,80972.11719,12833.30566,445.377899,3676,2250,5428.272461,294565.5313,8069.581543
2020/05/28,7731.745605,40291.27734,83617.9375,13181.80176,482.989502,3591,2260,5397.754395,290690.0625,8461.586914
2020/05/29,7476.690918,40423.64063,82769.27344,13550.37012,462.025696,3450,2137,5306.200195,277571.5,8652.80957
2020/06/01,7321.080078,40566.47656,84389.71094,13819.37109,478.878906,3701,2195,5316.044922,283714.6563,9656.726563
2020/06/02,7892.881348,42102.48047,85365.17188,14373.42969,534.371277,4132,2300,5554.282227,290185.375,11234.31055
2020/06/03,8904.8125,39518.98828,91181.98438,14373.42969,534.371277,4800,2524,5691.121094,292166.375,11927.49121
2020/06/04,8897.446289,39700.87109,93947.61719,13938.21387,514.229614,4600,2473,5642.882813,286203.4063,12281.25293
2020/06/05,9391.902344,36792.65234,96772.15625,14208.0166,559.034607,4804,2587,5729.514648,291001.6563,14341.67285
2020/06/08,9129.482422,37914.41797,96006.36719,14251.37695,599.93457,4804,2604,5709.825684,289687.625,16449.89844
