Date,Open,High,Low,Close,Adj Close,Volume
2018-09-17,1450.000000,1460.000000,1450.000000,1450.000000,1270.190063,740638
2018-09-18,1450.000000,1450.000000,1400.000000,1450.000000,1270.190063,2312607
2018-09-19,1450.000000,1450.000000,1450.000000,1450.000000,1270.190063,0
2018-09-20,1410.000000,1450.000000,1410.000000,1450.000000,1270.190063,1250
2018-09-21,1450.000000,1450.000000,1450.000000,1450.000000,1270.190063,0
2018-09-25,1450.000000,1450.000000,1420.000000,1445.000000,1265.810181,241
2018-09-26,1445.000000,1445.000000,1445.000000,1445.000000,1265.810181,0
2018-09-27,1445.000000,1445.000000,1445.000000,1445.000000,1265.810181,0
2018-09-28,1400.000000,1400.000000,1400.000000,1400.000000,1226.390381,82358
2018-10-01,1400.000000,1400.000000,1400.000000,1400.000000,1226.390381,9575
2018-10-02,1390.000000,1400.000000,1385.000000,1385.000000,1213.250488,4558
2018-10-03,1385.000000,1385.000000,1385.000000,1385.000000,1213.250488,4475
2018-10-04,1385.000000,1385.000000,1385.000000,1385.000000,1213.250488,367625
2018-10-05,1320.000000,1395.000000,1320.000000,1395.000000,1222.010498,5799
2018-10-08,1395.000000,1395.000000,1395.000000,1395.000000,1222.010498,0
2018-10-09,1320.000000,1400.000000,1300.000000,1300.000000,1138.791138,12764
2018-10-10,1400.000000,1400.000000,1400.000000,1400.000000,1226.390381,4200
2018-10-11,1350.000000,1400.000000,1350.000000,1400.000000,1226.390381,1700
2018-10-12,1400.000000,1400.000000,1400.000000,1400.000000,1226.390381,0
2018-10-15,1400.000000,1400.000000,1400.000000,1400.000000,1226.390381,0
2018-10-16,1210.000000,1385.000000,1210.000000,1385.000000,1213.250488,1486
2018-10-17,1385.000000,1390.000000,1385.000000,1390.000000,1217.630615,5288
2018-10-18,1390.000000,1390.000000,1390.000000,1390.000000,1217.630615,0
2018-10-19,1390.000000,1390.000000,1390.000000,1390.000000,1217.630615,0
2018-10-22,1390.000000,1390.000000,1390.000000,1390.000000,1217.630615,0
2018-10-23,1370.000000,1370.000000,1270.000000,1270.000000,1112.511353,40000
2018-10-24,1380.000000,1380.000000,1373.000000,1373.000000,1202.738647,75005
2018-10-25,1250.000000,1380.000000,1250.000000,1380.000000,1208.870605,1566
2018-10-26,1375.000000,1375.000000,1375.000000,1375.000000,1204.490601,134
2018-10-29,1375.000000,1375.000000,1375.000000,1375.000000,1204.490601,0
2018-10-30,1370.000000,1380.000000,1370.000000,1380.000000,1208.870605,240
2018-10-31,1380.000000,1385.000000,1370.000000,1385.000000,1213.250488,39248
2018-11-01,1380.000000,1385.000000,1340.000000,1340.000000,1173.830811,113623
2018-11-02,1385.000000,1385.000000,1385.000000,1385.000000,1213.250488,5700
2018-11-05,1387.000000,1400.000000,1387.000000,1387.000000,1215.002441,2035
2018-11-06,1400.000000,1400.000000,1399.000000,1399.000000,1225.514526,428
2018-11-07,1395.000000,1395.000000,1395.000000,1395.000000,1222.010498,35000
2018-11-08,1390.000000,1390.000000,1290.000000,1390.000000,1217.630615,83010
2018-11-09,1370.000000,1370.000000,1290.000000,1290.000000,1130.031128,3886
2018-11-12,1390.000000,1400.000000,1390.000000,1395.000000,1222.010498,191952
2018-11-13,1400.000000,1400.000000,1400.000000,1400.000000,1226.390381,11
2018-11-14,1400.000000,1400.000000,1400.000000,1400.000000,1226.390381,11
2018-11-15,1390.000000,1390.000000,1332.000000,1390.000000,1217.630615,10061
2018-11-16,1301.000000,1390.000000,1300.000000,1389.000000,1216.754517,79270
2018-11-19,1389.000000,1389.000000,1389.000000,1389.000000,1216.754517,0
2018-11-20,1389.000000,1400.000000,1300.000000,1400.000000,1226.390381,170567
2018-11-21,1400.000000,1400.000000,1400.000000,1400.000000,1226.390381,0
2018-11-22,1400.000000,1400.000000,1400.000000,1400.000000,1226.390381,15241
2018-11-23,1400.000000,1400.000000,1400.000000,1400.000000,1226.390381,1166
2018-11-26,1400.000000,1400.000000,1300.000000,1400.000000,1226.390381,153958
2018-11-27,1400.000000,1400.000000,1350.000000,1350.000000,1182.590698,17096
2018-11-28,1350.000000,1350.000000,1350.000000,1350.000000,1182.590698,168164
2018-11-29,1400.000000,1400.000000,1400.000000,1400.000000,1226.390381,24080
2018-11-30,1400.000000,1400.000000,1315.000000,1400.000000,1226.390381,27265
2018-12-03,1400.000000,1400.000000,1400.000000,1400.000000,1226.390381,0
2018-12-04,1325.000000,1390.000000,1325.000000,1325.000000,1160.690918,3207
2018-12-05,1326.000000,1326.000000,1325.000000,1325.000000,1160.690918,200
2018-12-06,1325.000000,1400.000000,1325.000000,1326.000000,1161.566895,179929
2018-12-07,1200.000000,1400.000000,1200.000000,1400.000000,1226.390381,5130
2018-12-10,1400.000000,1400.000000,1400.000000,1400.000000,1226.390381,0
2018-12-11,1300.000000,1300.000000,1300.000000,1300.000000,1138.791138,366
2018-12-12,1300.000000,1300.000000,1300.000000,1300.000000,1138.791138,0
2018-12-13,1301.000000,1310.000000,1300.000000,1300.000000,1138.791138,70767
2018-12-14,1300.000000,1300.000000,1300.000000,1300.000000,1138.791138,0
2018-12-18,1400.000000,1400.000000,1400.000000,1400.000000,1226.390381,35
2018-12-19,1400.000000,1400.000000,1400.000000,1400.000000,1226.390381,327
2018-12-20,1399.000000,1399.000000,1399.000000,1399.000000,1225.514526,2127455
2018-12-21,1395.000000,1395.000000,1395.000000,1395.000000,1222.010498,4000
2018-12-24,1395.000000,1395.000000,1395.000000,1395.000000,1222.010498,0
2018-12-27,1399.000000,1399.000000,1399.000000,1399.000000,1225.514526,3151
2018-12-28,1399.000000,1399.000000,1399.000000,1399.000000,1225.514526,0
2018-12-31,1400.000000,1400.000000,1375.000000,1375.000000,1204.490601,432
2019-01-02,1375.000000,1375.000000,1375.000000,1375.000000,1204.490601,0
2019-01-03,1440.000000,1440.000000,1439.000000,1439.000000,1260.554199,232
2019-01-04,1439.000000,1439.000000,1439.000000,1439.000000,1260.554199,0
2019-01-07,1439.000000,1439.000000,1439.000000,1439.000000,1260.554199,0
2019-01-08,1440.000000,1440.000000,1440.000000,1440.000000,1261.430176,90
2019-01-09,1430.000000,1430.000000,1000.000000,1400.000000,1226.390381,7768
2019-01-10,1400.000000,1400.000000,1400.000000,1400.000000,1226.390381,117047
2019-01-11,1400.000000,1400.000000,1400.000000,1400.000000,1226.390381,0
2019-01-14,1400.000000,1400.000000,1400.000000,1400.000000,1226.390381,350
2019-01-15,1375.000000,1400.000000,1375.000000,1380.000000,1208.870605,17001
2019-01-16,1400.000000,1400.000000,1200.000000,1200.000000,1051.191772,8350
2019-01-17,1400.000000,1400.000000,1400.000000,1400.000000,1226.390381,7500
2019-01-18,1400.000000,1400.000000,1400.000000,1400.000000,1226.390381,12080
2019-01-21,1350.000000,1350.000000,1250.000000,1250.000000,1094.991455,2274
2019-01-22,1251.000000,1251.000000,1251.000000,1251.000000,1095.867432,250
2019-01-23,1310.000000,1399.000000,1310.000000,1350.000000,1182.590698,927871
2019-01-24,1350.000000,1350.000000,1350.000000,1350.000000,1182.590698,0
2019-01-25,1300.000000,1300.000000,1300.000000,1300.000000,1138.791138,100000
2019-01-28,1251.000000,1300.000000,1251.000000,1300.000000,1138.791138,25218
2019-01-29,1300.000000,1300.000000,1300.000000,1300.000000,1138.791138,579732
2019-01-30,1395.000000,1395.000000,1251.000000,1300.000000,1138.791138,275007
2019-01-31,1394.000000,1394.000000,1325.000000,1325.000000,1160.690918,21000
2019-02-01,1325.000000,1325.000000,1300.000000,1300.000000,1138.791138,857125
2019-02-04,1300.000000,1300.000000,1300.000000,1300.000000,1138.791138,0
2019-02-05,1325.000000,1350.000000,1300.000000,1300.000000,1138.791138,16824
2019-02-06,1300.000000,1300.000000,1260.000000,1260.000000,1103.751343,311987
2019-02-07,1300.000000,1300.000000,1260.000000,1260.000000,1103.751343,4123
2019-02-08,1300.000000,1300.000000,1300.000000,1300.000000,1138.791138,61500
2019-02-11,1300.000000,1300.000000,1300.000000,1300.000000,1138.791138,0
2019-02-12,1300.000000,1300.000000,1250.000000,1300.000000,1138.791138,16198
2019-02-13,1300.000000,1300.000000,1300.000000,1300.000000,1138.791138,5
2019-02-14,1300.000000,1300.000000,1300.000000,1300.000000,1138.791138,0
2019-02-15,1250.000000,1300.000000,1250.000000,1300.000000,1138.791138,2200
2019-02-18,1250.000000,1300.000000,1250.000000,1300.000000,1138.791138,2481
2019-02-19,1300.000000,1300.000000,1250.000000,1250.000000,1094.991455,11456
2019-02-20,1260.000000,1300.000000,1250.000000,1300.000000,1138.791138,642920
2019-02-21,1393.000000,1393.000000,1255.000000,1393.000000,1220.258423,8520
2019-02-22,1393.000000,1393.000000,1393.000000,1393.000000,1220.258423,8510
2019-02-25,1389.000000,1389.000000,1275.000000,1350.000000,1182.590698,23571
2019-02-26,1300.000000,1389.000000,1300.000000,1350.000000,1182.590698,85645
2019-02-27,1300.000000,1387.000000,1276.000000,1300.000000,1138.791138,608622
2019-02-28,1300.000000,1300.000000,1300.000000,1300.000000,1138.791138,15992
2019-03-01,1275.000000,1389.000000,1275.000000,1389.000000,1216.754517,313909
2019-03-04,1389.000000,1389.000000,1275.000000,1300.000000,1138.791138,37619
2019-03-05,1275.000000,1300.000000,1275.000000,1300.000000,1138.791138,2558
2019-03-06,1300.000000,1300.000000,1300.000000,1300.000000,1138.791138,10772
2019-03-07,1380.000000,1380.000000,1380.000000,1380.000000,1208.870605,10
2019-03-08,1380.000000,1380.000000,1380.000000,1380.000000,1208.870605,0
2019-03-11,1270.000000,1364.000000,1270.000000,1364.000000,1194.854614,2300
2019-03-12,1368.000000,1368.000000,1350.000000,1350.000000,1182.590698,1515017
2019-03-13,1390.000000,1400.000000,1350.000000,1400.000000,1226.390381,137122
2019-03-14,1395.000000,1395.000000,1395.000000,1395.000000,1222.010498,200
2019-03-15,1395.000000,1395.000000,1395.000000,1395.000000,1222.010498,77200
2019-03-18,1355.000000,1355.000000,1350.000000,1350.000000,1182.590698,27293
2019-03-19,1390.000000,1400.000000,1390.000000,1400.000000,1226.390381,2500
2019-03-20,1400.000000,1400.000000,1400.000000,1400.000000,1226.390381,886
