Date,ABG,ANG,ANH,ARI,CLH,FBR,MSM,MTN,NPN,SOL
1/11/2021,10855.01465,34263.4375,107678.9922,23868.27734,280,4600,3950,6607.646484,319396.0313,15960.37012
1/12/2021,10883.55762,33976.80469,105710.0391,23631.99805,284,4600,3874,6579.097656,318581.2188,16096.1377
1/13/2021,10865.14258,34329.14453,105041.7266,24543.00195,296,4534,3860,6583.035156,319017.0313,16286.4043
1/14/2021,10727.94629,33055.01172,105192.5703,25318.39453,295,4448,3925,6398.942871,332370,16349.50781
1/15/2021,10773.06543,33232.13672,103751.0703,24014.70313,287,4441,3878,6356.611328,335586.3438,16244.33496
1/18/2021,10795.16309,33070.25,104849.9219,24772.625,298,4470,3830,6281.792969,339942.5625,16070.32324
1/19/2021,11003.25879,32005.61719,102892.9688,24189.41602,315,4589,4000,6250.290527,344071.4375,16446.07422
1/20/2021,10957.21973,32593.16602,101120.8125,24739.3457,327,4600,4010,6435.367676,349057.9688,16225.21289
1/21/2021,10893.68652,32452.23047,100338.625,25239.35742,328,4473,4000,6451.118652,349057.9688,15770.10352
1/22/2021,10581.54395,32466.51367,99906.07813,23993.9043,330,4500,4033,6332.984375,355440.75,15441.20117
1/25/2021,10506.04004,33932.04688,97698.36719,23684.41211,335,4650,4047,6395.004883,377748.5313,15027.20508
1/26/2021,10632.18555,33995.85156,97013.08594,23791.73633,336,4580,4028,6328.062012,359031.0625,14527.15918
1/27/2021,10754.64941,33753.01953,96348.77344,22540.45898,332,4529,4000,6371.37793,352548.5625,14275.70117
1/28/2021,10726.10547,33863.48438,97198.89063,22810.01563,306,4350,4047,6227.647949,350254.75,14483.17773
1/29/2021,10519.85156,34438.65234,96203.92188,22819.16797,292,4448,4033,6162.673828,346863.9063,15774.88477
2/1/2021,10386.33887,33647.32422,95844.29688,23542.97852,295,4325,4110,6057.337402,352299.2188,15675.44922
2/2/2021,10727.02637,32864.55859,98567.46094,22121.15039,294,4377,4175,6100.65332,355540.4688,16079.88379
2/3/2021,10865.14258,33163.57422,97376.70313,22313.33203,300,4400,4200,6231.585938,358233.2188,17974.89648
2/4/2021,11098.09863,31809.44922,97936.125,22244.2793,308,4400,4376,6512.154785,358714.9063,18809.58203
2/5/2021,11785.91699,31662.80078,98053.99219,22221.81641,309,4670,4446,6879.355469,355874.5625,18669.0332
2/8/2021,11657.92871,32698.86719,97198.89063,22443.11914,338,4704,4498,6759.252441,358033.75,19122.23047
2/9/2021,11630.30566,32738.86523,95569.58594,22344.94727,355,4946,4466,7021.116699,358231.2188,18966.38477
2/10/2021,11682.79004,33281.64844,95311.85156,23106.19727,360,4941,4557,7119.562012,365245.2813,19289.55078
2/11/2021,11728.8291,33966.32813,94237.96875,22723.49219,343,4988,4475,6960.080566,369985.5,18769.42578
2/12/2021,12344.82715,32999.78125,93101.14844,23175.24805,355,4985,4525,7330.234863,370101.1875,19145.17773
2/15/2021,12273.00586,32743.62305,94575.61719,23877.42773,351,5127,4955,7436.555664,372550.5625,19429.14258
2/16/2021,12126.60352,32402.71094,95057.11719,23853.30078,360,4989,5011,7358.78418,368928.3438,20043.92188
2/17/2021,11865.10352,29943.96484,94924.25,23402.375,350,4925,4942,7017.179199,380170,19122.23047
2/18/2021,11658.85059,28676.49805,92839.42969,24382.43164,346,4815,4900,6989.614258,377057.4063,19011.32227
2/19/2021,11432.33984,29177.39063,95042.13281,24166.95313,348,4725,4960,7156.971191,382453.8438,19405.24023
2/22/2021,11359.59766,29444.02539,94401.79688,24495.57813,350,4774,4950,7154.018066,373142.9688,19255.13086
2/23/2021,10950.77441,28463.19336,94340.86719,23849.14258,346,4759,4800,7110.702148,358551.3438,18625.05273
2/24/2021,11150.58301,28226.08008,93902.3125,23961.45508,353,4709,4700,7035.883789,355573.375,19216.88672
2/25/2021,11408.39844,29254.52539,90615.74219,24850.83008,344,4700,4570,7216.038574,355229.3125,19371.77539
2/26/2021,11172.68164,28870.75977,87519.95313,24540.50586,339,4603,4468,7155.986816,350851.125,18016.00977
3/1/2021,11367.88477,28530.80273,88854.57031,25087.10742,350,4597,4464,7409.975586,363916.875,18644.17578
3/2/2021,11647.80176,28377.48828,88138.3125,24722.70508,372,4680,4468,7409.975586,370403.375,18451.99609
3/3/2021,11605.44531,28360.34766,88787.64063,23761.78516,401,4814,4508,7481.84082,374633.9375,18223.48633
3/4/2021,11738.03711,28911.70898,91210.125,22881.56445,420,4775,4501,7457.229492,359997.4375,18789.50391
3/5/2021,11934.16211,30122.99023,92567.71094,23107.86133,400,4783,4480,7483.80957,358595.2188,21410.20508
3/8/2021,11868.78613,31948.48242,93974.24219,23374.08789,407,4800,5410,7531.063477,349357.1563,21660.70703
3/9/2021,12024.39844,32902.65234,95500.65625,22907.35547,450,4785,5690,7471.011719,354928.125,21959.01367
3/10/2021,12159.75195,32739.33984,95604.54688,23389.06445,454,4805,5800,7321.375,355041.8125,21938.93555
3/11/2021,12246.30469,33278.85547,93139.10938,23394.88672,435,4964,5885,8217.226563,362272.3125,21718.07422
3/12/2021,12400.07324,32710.17773,92792.47656,23711.03516,445,5050,6052,8552.924805,344064.4375,22004.9082
3/15/2021,12246.30469,33094.15625,93353.88281,23116.17969,435,5050,6105,8748.831055,339077.9063,21777.35352
3/16/2021,11844.84668,32884.17969,91925.375,22904.86133,438,4923,6001,8979.193359,341079.5,21525.89453
3/17/2021,11691.99805,31696.27539,93893.32813,23045.46289,426,5026,5982,8799.038086,337441.3125,21565.0957
3/18/2021,11689.23535,31414.36719,93569.66406,23874.10156,438,5049,5889,8582.458984,338699.9375,21542.14844
3/19/2021,11260.1543,31496.02344,93402.83594,22220.15039,425,5000,5617,8627.744141,344426.4688,20714.15625
3/23/2021,11141.375,30014.54492,93323.91406,21968.89844,407,4934,5469,8417.070313,348838.5625,19945.44336
3/24/2021,11252.78809,28942.31641,92378.89844,22364.07227,396,4965,5415,8375.723633,346208.6563,20283.90625
3/25/2021,11057.58398,28676.93359,92495.78125,22882.0332,386,4975,5395,8377.692383,343462.0625,19840.27148
3/26/2021,11314.48047,29518.77148,93802.42188,24384.04102,399,5050,5518,8566.708008,351750.7188,20905.37891
3/29/2021,11827.35156,31159.67578,95995.14063,23668.92383,390,5199,5618,8692.717773,353694.4688,20770.56641
3/30/2021,12148.70215,31226.75195,96209.92188,23722.53516,395,5233,5734,8679.919922,353097.0625,20765.78711
3/31/2021,11610.04981,31286.04883,93124.125,24048.5332,383,5300,5500,8549.97168,352220.4375,20240.88086
4/1/2021,11433.26074,32450.625,92174.11719,23846.18945,400,5566,5613,8415.101563,370899.0313,21266.78906
4/6/2021,11568.61426,32571.16211,93128.125,23973.30273,434,5669,5700,8741.94043,365965.3438,21017.24414
4/7/2021,11510.60547,31097.46289,92403.875,24201.58789,438,5900,5500,8549.97168,347562,20910.16016
4/8/2021,11242.65918,31364.79102,93698.53125,24914.10938,440,6191,5311,8726.188477,349393.0625,20796.38281
4/9/2021,11389.98438,31414.36719,94980.19531,24058.04492,425,6200,5484,8660.230469,347661.75,20460.78711
4/12/2021,11421.28906,30172.02344,95026.14844,23437.17969,423,6230,5415,8804.945313,340416.2813,20183.51563
4/13/2021,11482.06152,30327.56055,93341.89844,23843.5957,414,6235,5382,9214.477539,349498.7813,21525.89453
4/14/2021,11325.5293,29674.30859,94368.83594,24058.04492,425,6150,5492,9149.503906,353660.5625,22414.12305
4/15/2021,11745.40332,30286.73242,95724.42188,23750.20508,420,6150,5657,9111.110352,353346.4063,22195.17383
4/16/2021,11770.26367,31130.51367,97419.65625,24216.28711,430,6035,5605,9133.751953,354044.5,22326.16016
4/19/2021,11600.84082,30447.12695,97698.36719,24449.75977,434,5908,5503,9152.457031,346805.0625,22419.85938
4/20/2021,11111.90918,30607.52344,96014.11719,23949.95508,418,5750,5363,9008.726563,340478.125,21518.24609
4/21/2021,11247.2627,30931.23438,98881.14063,23845.32617,415,5644,5425,9240.073242,337951.9375,22325.20508
4/22/2021,11371.56836,30796.11133,100395.5625,24601.94922,405,5650,5365,8980.177734,338859.5,22405.51758
4/23/2021,11371.56836,30024.26367,100310.6484,24248.28125,423,5714,5356,9036.291992,341295.9063,22879.75
4/26/2021,11401.95313,29713.19336,100002.9766,24657.29102,416,5654,5371,8955.566406,335436.7188,22856.80273
4/28/2021,11587.9502,28914.12695,102091.7969,24565.63086,416,5828,5418,9090.436523,336242.5625,24028.03906
4/29/2021,11845.7666,28480.57031,102438.4375,24103.875,428,5825,5367,9063.856445,331739.7188,24005.0918
4/30/2021,11274.88672,29182.42578,102892.9688,23443.23438,430,5800,5376,9019.555664,330150,23329.12109
5/3/2021,11028.12012,30176.88281,102192.6953,23430.26172,432,5767,5247,8693.702148,330208.8438,22803.25977
5/4/2021,10942.48633,30293.53711,102329.5469,23779.60742,427,5819,5301,8740.956055,323809.125,22792.74414
5/5/2021,11177.28516,29957.19141,100919.3281,24198.99219,427,5767,5330,9749.035156,323127.9375,23396.04883
5/6/2021,11322.76758,30883.60156,105299.9141,24448.03125,434,5901,5417,9615.149414,327954.9375,22992.57031
5/7/2021,11325.5293,31529.07422,104667.2578,24790.45703,434,5710,5372,9497.015625,332866.6563,23012.64844
5/10/2021,11499.55566,31038.16406,105569.7656,25100.02344,436,5666,5331,9421.212891,322491.6563,22994.48242
5/11/2021,11432.33984,30418.9375,103243.0469,24556.11914,425,5456,5750,9381.833984,316604.5625,22659.84375
5/12/2021,11401.0332,31531.99219,104710.2344,25112.12891,425,5613,5538,9650.589844,311547.2188,22899.82813
5/13/2021,11279.49023,31194.67188,106008.5234,23807.27734,428,5835,5622,9455.667969,301242.0313,22654.10742
5/14/2021,11482.06152,32273.70117,106501.25,24097.82031,442,5832,6008,9455.667969,300826.125,22659.84375
5/17/2021,11457.19922,34011.81641,105988.5313,24125.49219,428,5774,6190,9501.9375,305824.6563,22420.81641
5/18/2021,11629.38574,34704.92578,104528.3359,24156.62109,425,5735,6265,9406.445313,300614.7188,22160.75391
5/19/2021,11561.24902,36074.61328,104061.5938,23172.57813,425,5780,6164,9461.575195,297571.9063,21407.33789
5/20/2021,11672.66113,35232.77734,104642.2734,23322.17383,420,5703,6100,9326.705078,303333.375,21095.64453
5/21/2021,11899.17188,34339.41406,105591.75,23182.95508,433,5517,6039,9352.300781,300828.125,21047.83984
5/24/2021,11857.73731,34169.29688,105808.6328,22541.33789,433,5375,5980,9454.683594,299940.5313,21321.28711
5/25/2021,12294.18457,34109.99609,105113.0156,22654.61523,415,5259,5955,9275.513672,304413.4688,21136.75781
5/26/2021,12576.86328,32759.75,105142,21757.04492,415,5550,6143,9606.290039,302104.6875,21332.76172
5/27/2021,12942.41016,32402.01953,104871.1484,22831.88281,426,5651,6327,9644.683594,297197.9375,21512.50977
5/28/2021,13150.50586,32079.2832,104517.3438,22658.07422,420,5995,6500,9980.381836,302759.9063,21472.35352
5/31/2021,13181.81152,33081.51563,103442.9375,22996.17773,414,6182,6511,9789.397461,304173.0938,21409.25
6/1/2021,13074.08008,32046.23047,104763.2109,23217.54297,388,6199,6476,10087.6875,306894.75,22772.66406
6/2/2021,13182.73242,31608.78516,105530.7813,23329.08984,407,6349,6580,10265.87305,309011.0625,23131.20703
6/3/2021,13084.20898,30440.32227,103642.8281,22554.30859,405,6221,6631,10057.16895,301158.25,22469.57813
6/4/2021,13043.69434,30168.13477,103247.0469,22802.48047,398,6135,6680,10225.51074,302139.5938,22253.49609
6/7/2021,13172.60352,29548.9082,105840.6172,22257.71094,395,5935,6835,10451.93457,298468.5,22326.16016
6/8/2021,13063.03223,29068.69141,107108.9141,22037.21094,395,5996,6855,10287.53125,297194.9375,21902.60352
6/9/2021,13630.22852,28883.99219,107486.7031,21790.76758,408,6000,7028,10435.19922,293158.8438,22068.00977
6/10/2021,13580.50586,28967.5918,106983.9844,21747.53125,406,5787,6941,10674.4209,292394.9063,22659.84375
6/11/2021,13482.90527,28904.40625,106734.1172,21779.52539,406,5853,6765,10646.85645,295739.875,22216.20703
6/14/2021,13562.0918,28247.26758,107259.8281,21635.11914,409,5981,6890,10611.41602,298195.25,22946.67773
6/15/2021,13157.87109,27823.43164,109326.6875,21059.21875,405,5740,6578,10560.22461,297609.8125,22381.61523
6/17/2021,12583.30762,26528.59375,108755.0078,20550.76758,408,5700,6333,10306.23535,305906.4375,21471.39648
6/18/2021,12215.91895,26723.01367,106887.0391,20475.53906,394,5665,6278,10211.72852,304196.0313,20163.43555
6/21/2021,12095.29688,26305.01172,107697.5859,20506.66797,382,5533,6242,10384.00781,303181.7813,19887.12109
6/22/2021,12010.58594,25631.3457,108767,21299.61133,370,5550,6306,10258.98145,295203.3125,20532.49609
6/23/2021,12246.30469,26178.63867,107290.8125,21336.79297,360,5464,6508,10335.76953,293697.375,21082.25977
6/24/2021,12338.38184,26272.93164,107400.75,21617.82422,363,5378,6695,10282.6084,293222.6563,21305.0332
6/25/2021,12475.57715,25733.41797,105943.5547,21810.6543,373,5388,6500,10238.30859,290798.1875,21654.01367
6/28/2021,12121.99902,25777.16211,105254.9375,21987.05664,348,5135,6158,9944.941406,295862.5313,20853.75
6/29/2021,12437.8252,25466.08984,104342.4375,22058.82813,348,5422,6560,9942.972656,302814.7813,20912.07227
6/30/2021,12496.75488,25808.26953,103308.0078,22080.44727,351,5475,6300,10162.50586,299012.0313,20844.1875
7/1/2021,12404.67676,26353.61719,104192.5234,22441.03125,360,5466,6323,10129.03418,295303.0313,21480.00195
7/2/2021,12226.9668,26318.62109,102187.625,22371.85352,358,5500,6314,10286.54688,295161.4375,20926.41406
7/5/2021,12254.59082,26915.49023,102363.5313,22567.2793,353,5638,6200,10257.99707,277251.75,21431.24023
7/6/2021,12181.84961,27402.51367,100501.5625,22172.9707,354,5340,6450,10207.79004,280288.5625,20873.82813
7/7/2021,12266.56152,27267.39063,101236.1563,22909.70508,355,5254,6358,10025.66699,285587.25,20808.8125
7/8/2021,12448.875,26958.26367,99541.08594,22028.5625,353,5200,6103,10150.69238,274259.8438,20161.52344
7/9/2021,12815.34375,26989.36914,99504.10938,22940.83594,357,5454,6280,10383.02246,272808.75,21273.48242
7/12/2021,12631.18848,27629.98438,100163.7422,22788.64648,363,5770,6162,10478.51465,277249.7813,21523.02734
7/13/2021,11982.96289,28377.52734,101361.0859,23721.67188,352,5640,5698,10110.3291,281178.1563,21402.55664
7/14/2021,12158.83008,28358.08594,101140.2031,24298.43359,346,5691,5480,10269.81055,287770.375,22231.50586
7/15/2021,12163.43359,28360.03125,100291.6719,24125.49219,365,5509,5426,10321.00195,292909.5,20508.5918
7/16/2021,12130.28711,28117.97656,98733.53125,23436.31641,372,5344,5566,10369.24023,294351.625,20061.13281
7/19/2021,11855.89551,27494.86328,95157.50781,22974.55859,354,5450,5371,10131.98731,290519.9688,19589.76953
7/20/2021,12125.68359,28103.39648,97868.00781,23348.11523,363,5441,5400,10290.48438,289718.125,20569.7832
7/21/2021,12075.04102,27617.3457,99944.86719,23455.33984,365,5646,5498,10241.26172,294784.4375,20766.74219
7/22/2021,12203.02832,27673.72852,100544.5313,23779.60742,367,5695,5538,10355.45801,300322.5,20655.83398
7/23/2021,12338.38184,27559.02148,101039.2656,23897.20703,392,5624,5590,10546.44238,295256.1563,20881.47656
7/26/2021,12165.27637,28132.55859,101818.8281,24614.91992,395,5526,5590,10376.13184,274061.375,21262.00781
7/27/2021,12240.7793,28263.79297,102143.6563,24680.63867,390,5505,5572,10423.38574,253976.5781,20631.93164
7/28/2021,12292.34277,28540.83984,101743.875,25119.91211,393,5368,5784,10335.76953,274004.5313,20901.55469
7/29/2021,12375.21289,29079.38281,94805.70313,25878.26367,417,5450,5852,10244.21484,285183.3438,21302.16602
7/30/2021,12562.12988,28503.90039,92605.91406,25849.73047,400,5500,5775,10377.11621,281440.4688,20956.05273
8/2/2021,12504.12109,28011.04688,90982.8125,26167.08008,403,5450,5926,10956.95898,278947.1875,20862.35352
8/3/2021,12744.44336,28337.67188,89186.79688,26029.58984,410,5500,5988,11212.91699,259491.6875,20963.70117
8/4/2021,12663.41602,28344.47656,88897.96094,26350.39844,415,5368,6000,11080.01563,266781.0313,21289.73633
8/5/2021,13712.17773,27315.99609,89395.6875,24991.07031,412,5348,6100,11252.29492,263034.125,20891.03711
8/6/2021,13795.96777,24028.35547,90278.19531,25201.19531,403,5401,6060,11212.91699,266796.9688,21131.02148
8/10/2021,13590.63574,22092.9043,90688.96875,24818.12891,404,5376,6060,11177.47656,295203.3125,20663.48242
8/11/2021,13494.875,23298.30859,90231.22656,25488.2793,403,5568,5920,11345.81738,283883.875,20779.17188
8/12/2021,13584.19043,22251.35742,90905.85156,25308.41992,394,5585,6048,11813.43262,282850.6563,20909.20313
8/13/2021,13498.55859,22788.92773,91486.53125,25229.73047,392,5400,5495,11793.74316,279962.4375,20796.38281
8/16/2021,13713.09863,23102.91602,91449.55469,25005.76953,393,5500,5818,12796.90137,259300.2031,19757.08984
8/17/2021,13802.41406,23967.11328,91936.28125,25451.96094,391,5566,5725,13093.22168,238340.7656,20255.22266
8/18/2021,14214.9209,22854.06055,91752.38281,25059.38281,392,5467,5817,13067.625,248147.3125,20394.81641
8/19/2021,13844.76856,23448.98242,90400.13281,23903.26172,396,5428,5645,13083.37695,237330.5,18843.04688
8/20/2021,13767.42383,23650.20703,91676.42969,22164.32422,404,5350,5704,12828.40332,239411.875,18749.34766
8/23/2021,14056.54688,23799.91211,91750.38281,22549.12109,408,5350,5600,12932.75586,228470.4063,20011.41406
8/24/2021,14165.19922,24039.04883,91081.75781,22476.48438,425,5400,5687,13062.70313,236661.3125,21367.18164
8/25/2021,14416.57129,23136.68164,91199.6875,22533.55469,415,5500,5635,13106.01953,243540.7344,21224.7207
8/26/2021,14343.8291,23665.41992,90649.99219,22065.74609,415,5500,5653,12812.65234,240000.2969,21131.02148
8/27/2021,14538.11231,24115.14063,90475.08594,22461.78516,413,5407,5476,12835.29492,239581.4219,21517.29102
8/30/2021,14189.13965,23780.5332,89457.64844,22611.38086,407,5517,5485,12852.03027,232373.875,21577.52539
8/31/2021,14552.84473,23794.18945,88922.94531,22411.63086,393,5650,5893,13136.53711,247332.5,21416.89844
9/1/2021,14093.37891,23947.34766,89750.49219,21926.52734,401,5590,5857,13047.93652,258302.9063,21187.43164
9/2/2021,14016.0332,23363.00586,87451.75781,21148.28516,401,5765,5781,12641.35742,258801.5469,21073.6543
9/3/2021,13946.97559,24006.85742,85586.78906,21254.64453,402,5726,5668,12791.97852,256308.2813,21147.27539
9/6/2021,13995.77637,23005.96094,85455.85938,20583.62695,400,5725,5550,12776.22754,263054.0625,20709.37695
9/7/2021,13903.69824,22699.64453,85463.85156,20926.91797,404,5800,5529,12600.99512,267744.4063,20486.60156
9/8/2021,13966.3125,21931.90039,84239.53125,20602.65234,398,5772,5671,12312.54981,262839.6563,20484.68945
9/9/2021,13772.94824,21348.5332,81679.94531,20268.00586,408,5770,5449,12073.32813,242282.1406,20905.37891
9/10/2021,13786.76074,21262.6875,81538.02344,20725.43945,400,5950,5466,12248.56055,238409.5938,21201.77344
9/13/2021,13904.62012,21754.35352,82771.33594,20958.04883,392,6000,5700,12472.03125,236182.5938,22994.48242
9/14/2021,13983.80664,21983.60352,82232.63281,20472.08008,387,6006,5793,12391.30664,237376.375,22487.74414
9/15/2021,14185.89844,21921.16992,82289.60156,20498.88477,384,5830,5785,12600.99512,233988.5156,23573.88672
9/16/2021,13535.44434,20998.31641,83204.10156,19265.80664,382,5900,5704,12246.5918,235475.5,22609.16992
9/17/2021,13499.72656,21133.91602,84278.50781,18631.9707,377,5892,5784,12655.13965,239354.0313,21655.92578
9/20/2021,13060.76465,21266.58789,84315.48438,18207.39648,384,5850,5721,12218.04297,231745.5781,21106.16211
9/21/2021,13179.19922,22223.58398,85655.75,18222.96094,384,6030,6028,12768.35156,239254.3125,22076.61523
9/22/2021,13476.22754,22423.56836,86214.4375,18557.60352,395,6048,6471,12862.85938,242081.6719,23614.04297
9/23/2021,13613.46094,21732.89258,86099.5,18356.12695,400,5851,6500,13432.85742,247314.5469,23818.65039
9/27/2021,13279.77539,22337.7207,88651.09375,18434.81641,400,5793,6366,13674.04883,247930.8906,25128.52344
9/28/2021,13822.13281,22311.38281,89589.57813,17794.0625,395,5775,6300,13397.41699,250424.1563,26475.68555
9/29/2021,14139.83984,22213.82813,88011.44531,17671.46484,397,5850,6248,14067.8291,255809.625,26570.33984
9/30/2021,14350.3916,23190.33594,85946.58594,18160.90234,394,5800,6217,13916.22363,248589.1094,27290.29102
10/1/2021,14403.96973,23167.89844,83946.6875,17970.29883,419,5800,6200,13561.82031,246132.75,26380.07422
10/4/2021,14220.67676,24479.99023,85134.03906,17926.24023,475,5698,6267,13512.59766,246131.75,28157.48438
10/5/2021,14108.82129,24213.66797,84990.11719,17882.18164,497,5687,6353,13864.04785,250185.8125,28492.125
10/6/2021,14041.14453,24801.91406,82954.24219,17531.625,484,5750,6323,14075.70508,246535.6563,28017.89258
10/7/2021,13841.87207,25436.98633,82648.40625,18480.80859,470,5700,6364,13867.00098,259300.2031,27137.31445
10/8/2021,13479.04688,25744.27734,82108.70313,18846.68945,484,5690,6165,14077.67383,254825.2813,27460.48047
10/11/2021,13441.44922,26074.00781,82088.71875,19778.63086,490,5703,6219,14127.88086,256180.625,27848.66016
10/12/2021,13623.80078,26481.78125,81469.05469,20065.97266,475,5914,6300,14126.89648,250424.1563,26294.98047
10/13/2021,13638.84082,27318.78711,82378.55469,20269.98438,481,6011,6387,13867.00098,253905.7656,26293.06836
10/14/2021,13488.44727,27243.66797,83717.82031,21307.28516,506,6448,6238,13677.00195,254793.375,25714.62109
10/15/2021,13412.30957,26885.64844,81746.90625,20730.6875,529,6840,6147,13774.46289,256306.2813,26324.61914
10/18/2021,13652.94043,26675.91016,81060.28125,20734.51758,563,6800,6276,13782.33789,254413.3906,26661.16992
10/19/2021,13461.1875,26393.98242,80902.36719,20504.64648,621,6860,6144,13459.4375,262790.7813,25623.78906
10/20/2021,13499.72656,27015.39453,82015.75781,20374.38477,584,6872,6184,13645.49902,266779.0313,25633.35156
10/21/2021,13281.65527,26924.67188,81897.82031,20063.09766,585,6833,6142,13266.48535,265757.7813,24427.69336
10/22/2021,13289.17481,28510.88672,83062.17969,20792.94336,578,6780,6167,13420.05957,265782.7188,25136.17188
10/25/2021,13463.06836,28231.88281,83039.19531,20736.43359,560,6920,6116,13323.58301,258674.8906,25088.36719
10/26/2021,13592.78223,27939.22461,84862.1875,20727.81445,550,6803,6327,13412.18359,264522.125,25112.26953
10/27/2021,13401.9707,28309.92578,85695.72656,19998.92578,546,6900,6169,13474.2041,261187.1094,24973.63281
10/28/2021,13154.76074,28579.17383,97306.32031,20018.08203,545,7250,6153,13336.38086,261419.4844,24438.21094
10/29/2021,13159.45996,27829.96484,92935.73438,19494.16406,540,7366,6264,13485.0332,258316.8594,24534.7793
11/2/2021,13607.82227,27916.78711,92848.78125,18748.99219,534,7198,6800,13476.17383,259866.6719,24782.41211
11/3/2021,13421.70996,27349.02734,93422.46094,19156.05859,544,6913,7125,13615.96582,268533.2813,25020.48242
11/4/2021,13521.3457,27700.21875,90215.23438,19083.26563,538,7363,7432,14529.53809,262224.3125,25393.36719
11/5/2021,13262.85547,27412.4375,92032.23438,18731.75195,538,7300,7375,16440.36133,253900.7813,25002.31641
11/8/2021,13252.5166,27805.57617,90749.9375,18772.9375,540,7455,7106,16686.47461,251321.7344,26171.64063
11/9/2021,13209.27832,27867.03516,90649.99219,19060.2793,544,7500,7323,16643.1582,254451.2969,25854.21289
11/10/2021,13128.44141,30729.24414,93148.61719,18811.25,535,7420,7219,16296.63086,254128.1719,25127.56836
11/11/2021,13013.7666,32136.93555,91539.5,19778.63086,545,7400,7225,16156.83789,249995.3125,25243.25781
11/12/2021,12736.47754,31412.11719,91748.39063,19867.70703,545,7305,7113,15751.24316,261577.0625,24556.76953
11/15/2021,13033.50586,31075.55859,91380.59375,19735.5293,539,7317,7099,15715.80371,264286.75,24973.63281
11/16/2021,12955.48926,31968.16797,93494.42188,20102.36914,537,7300,7193,15546.47754,276753.0938,24825.43555
11/17/2021,13074.86328,32056.94141,92162.15625,19690.51367,519,7400,7092,15481.50391,274482.25,24885.67188
11/18/2021,13191.41895,32016.94727,92648.89063,19317.92773,531,7350,6880,15455.9082,270902.9063,24141.81641
11/19/2021,12712.97852,31977.92383,91825.34375,19591.85938,509,7000,6650,15345.64941,270869,23616.91211
11/22/2021,12851.15234,31704.77539,92798.80469,19941.45703,491,7013,6563,15505.13086,264581.9688,23775.625
11/23/2021,12944.20996,31713.55469,93410.46875,20225.92578,494,6900,6394,16009.16992,255933.2969,25424.91797
11/24/2021,12604.88281,31337.97461,92959.71875,19804.49219,495,6920,6400,15921.55371,252019.8594,25538.69531
11/25/2021,12893.45117,31055.07227,95622.25,18964.49805,497,7058,6447,15948.13379,249729.0313,25542.51953
11/26/2021,11744.81836,31857.93359,93123.625,18168.56445,422,6556,5906,15458.86133,250638.5781,23680.9707
11/29/2021,12399.97168,31456.99023,93632.35156,19129.24023,461,6954,5943,15693.16113,245486.4844,24742.25391
11/30/2021,12595.4834,33664.62109,89786.46875,19731.69922,441,6800,6092,15907.77148,245162.3594,25370.41992
12/1/2021,13015.64648,34621.61719,88933.9375,20531.46484,441,6709,6026,16610.66992,246938,26338.96094
12/2/2021,13117.16211,32776.88281,89310.73438,20325.53711,435,6886,6155,16341.91504,247700,26777.81641
12/3/2021,13673.61914,32310.58203,89910.39844,20489.32031,442,7000,6000,16420.67188,245702,27080.9043
12/6/2021,14029.86426,32651.04102,91689.42188,20669.38672,460,6909,5987,15795.54395,246200,27272.125
12/7/2021,14113.52148,31927.19727,93670.32813,21451.91211,498,7031,6377,15898.91113,254207,28492.125
12/8/2021,14243.23535,30697.05273,90911.85156,21284.29688,487,7011,6378,16015.07715,252647,27829.53906
12/9/2021,14237.59668,30672.66406,92198.14063,21060.17188,485,7049,6333,15608.49805,249952,27118.19141
12/10/2021,13982.86719,30126.36523,92363.04688,21141.58398,473,7037,6108,15554.35352,251954,27038.83398
12/13/2021,13674.55957,29636.64844,92155.16406,20443.3457,457,6625,6044,15800.46582,251369,26462.29883
12/14/2021,13734.7168,30055.15039,94078.10156,21142.54297,478,6773,5972,16692.38086,250462,24873.24219
12/15/2021,13785.47461,29997.59375,92744.83594,21391.57031,480,6840,6056,17068.44141,247000,23891.31445
12/17/2021,13993.20606,31522.35156,94797.70313,21560.14453,474,7490,6150,16959.16797,236472,24256.55078
12/20/2021,13586.20313,30564.37891,93058.66406,20944.27734,490,7378,6029,16779.01172,237500,23260.28125
12/21/2021,13899.20996,31356.51172,94647.78906,21606.11914,473,7553,5793,16783.93359,236005,24097.83594
12/22/2021,13923.64844,30891.18164,94547.84375,21900.16406,490,7560,5840,16858.75195,238397,24317.74023
12/23/2021,14100.36133,30698.02734,94774.71875,22025.63672,498,7550,5833,16902.06836,241003,24141.81641
12/24/2021,14034.56445,30555.59961,94379.9375,21752.66211,498,7650,5828,16633.3125,244510,24168.58789
12/28/2021,14215.97754,31376.99805,94989.60156,21906.86914,510,7756,6075,16792.79492,242589,25432.56641
12/29/2021,14279.89453,30667.78516,95407.36719,22036.17188,556,7816,6144,16957.19727,245548,25520.5293
12/30/2021,14569.40234,31575.03125,96651.67969,22153.02539,531,7752,6130,17247.61133,243688,24984.15039
